GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALZLE001,ALZLE002,ALZLE003
"G4801630","2015-2019","TX",,,"Texas","48","Frio County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48163","Frio County, Texas",,,4542,3136,1406
"G4801650","2015-2019","TX",,,"Texas","48","Gaines County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48165","Gaines County, Texas",,,5812,4493,1319
"G4801670","2015-2019","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",,,121438,81995,39443
"G4801690","2015-2019","TX",,,"Texas","48","Garza County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48169","Garza County, Texas",,,1543,1088,455
"G4801710","2015-2019","TX",,,"Texas","48","Gillespie County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48171","Gillespie County, Texas",,,10694,7747,2947
"G4801730","2015-2019","TX",,,"Texas","48","Glasscock County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48173","Glasscock County, Texas",,,403,265,138
"G4801750","2015-2019","TX",,,"Texas","48","Goliad County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48175","Goliad County, Texas",,,2727,2182,545
"G4801770","2015-2019","TX",,,"Texas","48","Gonzales County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48177","Gonzales County, Texas",,,7364,4956,2408
"G4801790","2015-2019","TX",,,"Texas","48","Gray County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48179","Gray County, Texas",,,7884,5798,2086
"G4801810","2015-2019","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",,,48454,32756,15698
"G4801830","2015-2019","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",,,45460,26886,18574
"G4801850","2015-2019","TX",,,"Texas","48","Grimes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48185","Grimes County, Texas",,,9011,6892,2119
"G4801870","2015-2019","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",,,54110,41499,12611
"G4801890","2015-2019","TX",,,"Texas","48","Hale County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48189","Hale County, Texas",,,10933,6810,4123
"G4801910","2015-2019","TX",,,"Texas","48","Hall County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48191","Hall County, Texas",,,1267,827,440
"G4801930","2015-2019","TX",,,"Texas","48","Hamilton County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48193","Hamilton County, Texas",,,2989,2447,542
"G4801950","2015-2019","TX",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48195","Hansford County, Texas",,,1838,1295,543
"G4801970","2015-2019","TX",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48197","Hardeman County, Texas",,,1596,1084,512
"G4801990","2015-2019","TX",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48199","Hardin County, Texas",,,20626,16752,3874
"G4802010","2015-2019","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",,,1605368,876454,728914
"G4802030","2015-2019","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",,,23292,16840,6452
"G4802050","2015-2019","TX",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48205","Hartley County, Texas",,,1678,1052,626
"G4802070","2015-2019","TX",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48207","Haskell County, Texas",,,2146,1622,524
"G4802090","2015-2019","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",,,73437,45739,27698
"G4802110","2015-2019","TX",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48211","Hemphill County, Texas",,,1298,925,373
"G4802130","2015-2019","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",,,30757,23133,7624
"G4802150","2015-2019","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",,,238345,162163,76182
"G4802170","2015-2019","TX",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48217","Hill County, Texas",,,12992,9429,3563
"G4802190","2015-2019","TX",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48219","Hockley County, Texas",,,7997,5640,2357
"G4802210","2015-2019","TX",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48221","Hood County, Texas",,,22152,17134,5018
"G4802230","2015-2019","TX",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48223","Hopkins County, Texas",,,13424,9343,4081
"G4802250","2015-2019","TX",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48225","Houston County, Texas",,,8252,5774,2478
"G4802270","2015-2019","TX",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48227","Howard County, Texas",,,11064,7235,3829
"G4802290","2015-2019","TX",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48229","Hudspeth County, Texas",,,978,703,275
"G4802310","2015-2019","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",,,33189,22860,10329
"G4802330","2015-2019","TX",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48233","Hutchinson County, Texas",,,6929,5566,1363
"G4802350","2015-2019","TX",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48235","Irion County, Texas",,,682,529,153
"G4802370","2015-2019","TX",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48237","Jack County, Texas",,,3168,2575,593
"G4802390","2015-2019","TX",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48239","Jackson County, Texas",,,4917,3422,1495
"G4802410","2015-2019","TX",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48241","Jasper County, Texas",,,12936,10035,2901
"G4802430","2015-2019","TX",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48243","Jeff Davis County, Texas",,,1054,860,194
"G4802450","2015-2019","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",,,92988,56792,36196
"G4802470","2015-2019","TX",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48247","Jim Hogg County, Texas",,,1626,1165,461
"G4802490","2015-2019","TX",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48249","Jim Wells County, Texas",,,12987,9170,3817
"G4802510","2015-2019","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",,,57310,42032,15278
"G4802530","2015-2019","TX",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48253","Jones County, Texas",,,5696,4249,1447
"G4802550","2015-2019","TX",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48255","Karnes County, Texas",,,4282,3190,1092
"G4802570","2015-2019","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",,,38015,29123,8892
"G4802590","2015-2019","TX",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48259","Kendall County, Texas",,,14253,10563,3690
"G4802610","2015-2019","TX",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48261","Kenedy County, Texas",,,197,46,151
"G4802630","2015-2019","TX",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48263","Kent County, Texas",,,273,190,83
"G4802650","2015-2019","TX",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48265","Kerr County, Texas",,,21403,15136,6267
"G4802670","2015-2019","TX",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48267","Kimble County, Texas",,,1783,1359,424
"G4802690","2015-2019","TX",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48269","King County, Texas",,,77,26,51
"G4802710","2015-2019","TX",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48271","Kinney County, Texas",,,1337,1024,313
"G4802730","2015-2019","TX",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48273","Kleberg County, Texas",,,10955,5781,5174
"G4802750","2015-2019","TX",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48275","Knox County, Texas",,,1375,1140,235
"G4802770","2015-2019","TX",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48277","Lamar County, Texas",,,19793,12760,7033
"G4802790","2015-2019","TX",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48279","Lamb County, Texas",,,4728,3380,1348
"G4802810","2015-2019","TX",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48281","Lampasas County, Texas",,,7807,6039,1768
"G4802830","2015-2019","TX",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48283","La Salle County, Texas",,,2269,1559,710
"G4802850","2015-2019","TX",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48285","Lavaca County, Texas",,,7826,5811,2015
"G4802870","2015-2019","TX",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48287","Lee County, Texas",,,6036,4862,1174
"G4802890","2015-2019","TX",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48289","Leon County, Texas",,,6443,4985,1458
"G4802910","2015-2019","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",,,26873,20302,6571
"G4802930","2015-2019","TX",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48293","Limestone County, Texas",,,8377,6204,2173
"G4802950","2015-2019","TX",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48295","Lipscomb County, Texas",,,1192,880,312
"G4802970","2015-2019","TX",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48297","Live Oak County, Texas",,,3752,3075,677
"G4802990","2015-2019","TX",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48299","Llano County, Texas",,,8678,6775,1903
"G4803010","2015-2019","TX",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48301","Loving County, Texas",,,30,19,11
"G4803030","2015-2019","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",,,113488,62673,50815
"G4803050","2015-2019","TX",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48305","Lynn County, Texas",,,2154,1471,683
"G4803070","2015-2019","TX",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48307","McCulloch County, Texas",,,3143,2270,873
"G4803090","2015-2019","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",,,90054,53341,36713
"G4803110","2015-2019","TX",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48311","McMullen County, Texas",,,270,205,65
"G4803130","2015-2019","TX",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48313","Madison County, Texas",,,4269,3166,1103
"G4803150","2015-2019","TX",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48315","Marion County, Texas",,,4715,3645,1070
"G4803170","2015-2019","TX",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48317","Martin County, Texas",,,1694,1251,443
"G4803190","2015-2019","TX",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48319","Mason County, Texas",,,1696,1198,498
"G4803210","2015-2019","TX",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48321","Matagorda County, Texas",,,13848,9787,4061
"G4803230","2015-2019","TX",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48323","Maverick County, Texas",,,16286,10702,5584
"G4803250","2015-2019","TX",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48325","Medina County, Texas",,,15682,12608,3074
"G4803270","2015-2019","TX",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48327","Menard County, Texas",,,1014,701,313
"G4803290","2015-2019","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",,,56998,38145,18853
"G4803310","2015-2019","TX",,,"Texas","48","Milam County","331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48331","Milam County, Texas",,,9228,6591,2637
"G4803330","2015-2019","TX",,,"Texas","48","Mills County","333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48333","Mills County, Texas",,,1790,1523,267
"G4803350","2015-2019","TX",,,"Texas","48","Mitchell County","335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48335","Mitchell County, Texas",,,2382,1881,501
"G4803370","2015-2019","TX",,,"Texas","48","Montague County","337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48337","Montague County, Texas",,,7800,5647,2153
"G4803390","2015-2019","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",,,198649,141137,57512
"G4803410","2015-2019","TX",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48341","Moore County, Texas",,,6733,4433,2300
"G4803430","2015-2019","TX",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48343","Morris County, Texas",,,5117,3734,1383
"G4803450","2015-2019","TX",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48345","Motley County, Texas",,,489,334,155
"G4803470","2015-2019","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",,,23757,13439,10318
"G4803490","2015-2019","TX",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48349","Navarro County, Texas",,,17338,11947,5391
"G4803510","2015-2019","TX",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48351","Newton County, Texas",,,5315,4497,818
"G4803530","2015-2019","TX",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48353","Nolan County, Texas",,,5407,3635,1772
"G4803550","2015-2019","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",,,129451,75017,54434
"G4803570","2015-2019","TX",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48357","Ochiltree County, Texas",,,3483,2556,927
"G4803590","2015-2019","TX",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48359","Oldham County, Texas",,,594,466,128
"G4803610","2015-2019","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",,,31694,23864,7830
"G4803630","2015-2019","TX",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48363","Palo Pinto County, Texas",,,10255,7456,2799
"G4803650","2015-2019","TX",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48365","Panola County, Texas",,,8637,6626,2011
"G4803670","2015-2019","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",,,44263,34897,9366
"G4803690","2015-2019","TX",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48369","Parmer County, Texas",,,3203,2144,1059
"G4803710","2015-2019","TX",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48371","Pecos County, Texas",,,4656,3363,1293
"G4803730","2015-2019","TX",,,"Texas","48","Polk County","373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48373","Polk County, Texas",,,18033,13711,4322
"G4803750","2015-2019","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",,,44380,24484,19896
"G4803770","2015-2019","TX",,,"Texas","48","Presidio County","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48377","Presidio County, Texas",,,2543,1471,1072
"G4803790","2015-2019","TX",,,"Texas","48","Rains County","379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48379","Rains County, Texas",,,4330,3366,964
"G4803810","2015-2019","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",,,49389,34978,14411
"G4803830","2015-2019","TX",,,"Texas","48","Reagan County","383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48383","Reagan County, Texas",,,1084,731,353
"G4803850","2015-2019","TX",,,"Texas","48","Real County","385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48385","Real County, Texas",,,1126,861,265
"G4803870","2015-2019","TX",,,"Texas","48","Red River County","387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48387","Red River County, Texas",,,4963,3800,1163
"G4803890","2015-2019","TX",,,"Texas","48","Reeves County","389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48389","Reeves County, Texas",,,3518,2549,969
"G4803910","2015-2019","TX",,,"Texas","48","Refugio County","391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48391","Refugio County, Texas",,,2547,1853,694
"G4803930","2015-2019","TX",,,"Texas","48","Roberts County","393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48393","Roberts County, Texas",,,301,240,61
"G4803950","2015-2019","TX",,,"Texas","48","Robertson County","395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48395","Robertson County, Texas",,,6444,4902,1542
"G4803970","2015-2019","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,33032,27016,6016
"G4803990","2015-2019","TX",,,"Texas","48","Runnels County","399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48399","Runnels County, Texas",,,3896,2772,1124
"G4804010","2015-2019","TX",,,"Texas","48","Rusk County","401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48401","Rusk County, Texas",,,18108,14097,4011
"G4804030","2015-2019","TX",,,"Texas","48","Sabine County","403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48403","Sabine County, Texas",,,4311,3804,507
"G4804050","2015-2019","TX",,,"Texas","48","San Augustine County","405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48405","San Augustine County, Texas",,,3451,2674,777
"G4804070","2015-2019","TX",,,"Texas","48","San Jacinto County","407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48407","San Jacinto County, Texas",,,10043,8098,1945
"G4804090","2015-2019","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",,,22898,15645,7253
"G4804110","2015-2019","TX",,,"Texas","48","San Saba County","411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48411","San Saba County, Texas",,,2082,1425,657
"G4804130","2015-2019","TX",,,"Texas","48","Schleicher County","413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48413","Schleicher County, Texas",,,1075,848,227
"G4804150","2015-2019","TX",,,"Texas","48","Scurry County","415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48415","Scurry County, Texas",,,5941,4467,1474
"G4804170","2015-2019","TX",,,"Texas","48","Shackelford County","417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48417","Shackelford County, Texas",,,1317,1048,269
"G4804190","2015-2019","TX",,,"Texas","48","Shelby County","419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48419","Shelby County, Texas",,,9293,6844,2449
"G4804210","2015-2019","TX",,,"Texas","48","Sherman County","421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48421","Sherman County, Texas",,,1019,740,279
"G4804230","2015-2019","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",,,77678,51589,26089
"G4804250","2015-2019","TX",,,"Texas","48","Somervell County","425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48425","Somervell County, Texas",,,3123,2508,615
"G4804270","2015-2019","TX",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48427","Starr County, Texas",,,16188,12160,4028
"G4804290","2015-2019","TX",,,"Texas","48","Stephens County","429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48429","Stephens County, Texas",,,3247,2665,582
"G4804310","2015-2019","TX",,,"Texas","48","Sterling County","431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48431","Sterling County, Texas",,,458,392,66
"G4804330","2015-2019","TX",,,"Texas","48","Stonewall County","433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48433","Stonewall County, Texas",,,580,438,142
"G4804350","2015-2019","TX",,,"Texas","48","Sutton County","435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48435","Sutton County, Texas",,,1412,977,435
"G4804370","2015-2019","TX",,,"Texas","48","Swisher County","437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48437","Swisher County, Texas",,,2505,1778,727
"G4804390","2015-2019","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",,,708252,428630,279622
"G4804410","2015-2019","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",,,49868,29101,20767
"G4804430","2015-2019","TX",,,"Texas","48","Terrell County","443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48443","Terrell County, Texas",,,418,389,29
"G4804450","2015-2019","TX",,,"Texas","48","Terry County","445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48445","Terry County, Texas",,,4061,2828,1233
"G4804470","2015-2019","TX",,,"Texas","48","Throckmorton County","447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48447","Throckmorton County, Texas",,,668,487,181
"G4804490","2015-2019","TX",,,"Texas","48","Titus County","449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48449","Titus County, Texas",,,10893,7296,3597
"G4804510","2015-2019","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",,,43314,27500,15814
"G4804530","2015-2019","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",,,472361,247351,225010
"G4804550","2015-2019","TX",,,"Texas","48","Trinity County","455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48455","Trinity County, Texas",,,6030,4666,1364
"G4804570","2015-2019","TX",,,"Texas","48","Tyler County","457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48457","Tyler County, Texas",,,7100,5961,1139
"G4804590","2015-2019","TX",,,"Texas","48","Upshur County","459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48459","Upshur County, Texas",,,14108,11115,2993
"G4804610","2015-2019","TX",,,"Texas","48","Upton County","461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48461","Upton County, Texas",,,1332,973,359
"G4804630","2015-2019","TX",,,"Texas","48","Uvalde County","463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48463","Uvalde County, Texas",,,8841,6482,2359
"G4804650","2015-2019","TX",,,"Texas","48","Val Verde County","465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48465","Val Verde County, Texas",,,15779,10021,5758
"G4804670","2015-2019","TX",,,"Texas","48","Van Zandt County","467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48467","Van Zandt County, Texas",,,20156,15722,4434
