GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALZLE001,ALZLE002,ALZLE003
"G0500310","2015-2019","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031","Craighead County, Arkansas",,,41375,23623,17752
"G0500330","2015-2019","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033","Crawford County, Arkansas",,,23958,18211,5747
"G0500350","2015-2019","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035","Crittenden County, Arkansas",,,19074,10956,8118
"G0500370","2015-2019","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037","Cross County, Arkansas",,,6653,4447,2206
"G0500390","2015-2019","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039","Dallas County, Arkansas",,,2969,2010,959
"G0500410","2015-2019","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041","Desha County, Arkansas",,,5204,3199,2005
"G0500430","2015-2019","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043","Drew County, Arkansas",,,7157,4845,2312
"G0500450","2015-2019","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045","Faulkner County, Arkansas",,,44575,27776,16799
"G0500470","2015-2019","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047","Franklin County, Arkansas",,,6723,4740,1983
"G0500490","2015-2019","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049","Fulton County, Arkansas",,,4973,3965,1008
"G0500510","2015-2019","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",,,40209,27270,12939
"G0500530","2015-2019","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053","Grant County, Arkansas",,,6863,5499,1364
"G0500550","2015-2019","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055","Greene County, Arkansas",,,17254,11561,5693
"G0500570","2015-2019","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057","Hempstead County, Arkansas",,,8094,5607,2487
"G0500590","2015-2019","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059","Hot Spring County, Arkansas",,,12599,9809,2790
"G0500610","2015-2019","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061","Howard County, Arkansas",,,5142,3545,1597
"G0500630","2015-2019","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063","Independence County, Arkansas",,,14322,10261,4061
"G0500650","2015-2019","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065","Izard County, Arkansas",,,4851,3690,1161
"G0500670","2015-2019","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067","Jackson County, Arkansas",,,6137,4257,1880
"G0500690","2015-2019","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",,,26801,16644,10157
"G0500710","2015-2019","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071","Johnson County, Arkansas",,,9682,6818,2864
"G0500730","2015-2019","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073","Lafayette County, Arkansas",,,2784,2202,582
"G0500750","2015-2019","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075","Lawrence County, Arkansas",,,6463,4351,2112
"G0500770","2015-2019","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077","Lee County, Arkansas",,,3206,1917,1289
"G0500790","2015-2019","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079","Lincoln County, Arkansas",,,3773,2910,863
"G0500810","2015-2019","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081","Little River County, Arkansas",,,5363,3836,1527
"G0500830","2015-2019","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083","Logan County, Arkansas",,,8417,6202,2215
"G0500850","2015-2019","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",,,26895,18624,8271
"G0500870","2015-2019","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087","Madison County, Arkansas",,,6279,4899,1380
"G0500890","2015-2019","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089","Marion County, Arkansas",,,6782,5348,1434
"G0500910","2015-2019","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091","Miller County, Arkansas",,,16426,10619,5807
"G0500930","2015-2019","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093","Mississippi County, Arkansas",,,16389,9237,7152
"G0500950","2015-2019","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095","Monroe County, Arkansas",,,3333,1996,1337
"G0500970","2015-2019","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097","Montgomery County, Arkansas",,,3754,3053,701
"G0500990","2015-2019","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099","Nevada County, Arkansas",,,3397,2274,1123
"G0501010","2015-2019","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101","Newton County, Arkansas",,,2936,2472,464
"G0501030","2015-2019","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103","Ouachita County, Arkansas",,,9658,6676,2982
"G0501050","2015-2019","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105","Perry County, Arkansas",,,3668,2804,864
"G0501070","2015-2019","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107","Phillips County, Arkansas",,,7485,3607,3878
"G0501090","2015-2019","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109","Pike County, Arkansas",,,4280,3372,908
"G0501110","2015-2019","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111","Poinsett County, Arkansas",,,9526,5994,3532
"G0501130","2015-2019","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113","Polk County, Arkansas",,,8243,6321,1922
"G0501150","2015-2019","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115","Pope County, Arkansas",,,22579,15563,7016
"G0501170","2015-2019","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117","Prairie County, Arkansas",,,3776,2792,984
"G0501190","2015-2019","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",,,158051,92938,65113
"G0501210","2015-2019","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121","Randolph County, Arkansas",,,7355,5275,2080
"G0501230","2015-2019","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123","St. Francis County, Arkansas",,,9388,5139,4249
"G0501250","2015-2019","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",,,44075,34419,9656
"G0501270","2015-2019","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127","Scott County, Arkansas",,,3944,2910,1034
"G0501290","2015-2019","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129","Searcy County, Arkansas",,,3327,2460,867
"G0501310","2015-2019","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",,,51228,30130,21098
"G0501330","2015-2019","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133","Sevier County, Arkansas",,,5885,4201,1684
"G0501350","2015-2019","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135","Sharp County, Arkansas",,,7447,5746,1701
"G0501370","2015-2019","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137","Stone County, Arkansas",,,4787,3573,1214
"G0501390","2015-2019","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139","Union County, Arkansas",,,15726,11865,3861
"G0501410","2015-2019","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141","Van Buren County, Arkansas",,,6813,5352,1461
"G0501430","2015-2019","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",,,87325,45928,41397
"G0501450","2015-2019","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",,,29055,19195,9860
"G0501470","2015-2019","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147","Woodruff County, Arkansas",,,2932,1917,1015
"G0501490","2015-2019","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149","Yell County, Arkansas",,,7503,5363,2140
"G0600010","2015-2019","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",,,577177,308891,268286
"G0600030","2015-2019","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003","Alpine County, California",,,350,294,56
"G0600050","2015-2019","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005","Amador County, California",,,14594,11165,3429
"G0600070","2015-2019","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",,,85320,50331,34989
"G0600090","2015-2019","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009","Calaveras County, California",,,16942,13173,3769
"G0600110","2015-2019","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011","Colusa County, California",,,7227,4410,2817
"G0600130","2015-2019","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",,,394769,260244,134525
"G0600150","2015-2019","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015","Del Norte County, California",,,9945,6273,3672
"G0600170","2015-2019","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",,,70974,53750,17224
"G0600190","2015-2019","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",,,307906,164124,143782
"G0600210","2015-2019","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021","Glenn County, California",,,10085,5988,4097
"G0600230","2015-2019","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",,,54679,31078,23601
"G0600250","2015-2019","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",,,44829,26156,18673
"G0600270","2015-2019","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027","Inyo County, California",,,7950,5204,2746
"G0600290","2015-2019","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",,,270282,157554,112728
"G0600310","2015-2019","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",,,43452,22733,20719
"G0600330","2015-2019","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",,,25660,17034,8626
"G0600350","2015-2019","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035","Lassen County, California",,,9280,6270,3010
"G0600370","2015-2019","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",,,3316795,1519516,1797279
"G0600390","2015-2019","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",,,44881,28772,16109
"G0600410","2015-2019","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",,,105432,67115,38317
"G0600430","2015-2019","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043","Mariposa County, California",,,7643,5230,2413
"G0600450","2015-2019","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",,,34408,20611,13797
"G0600470","2015-2019","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",,,80008,41795,38213
"G0600490","2015-2019","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049","Modoc County, California",,,3616,2708,908
"G0600510","2015-2019","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051","Mono County, California",,,4765,3068,1697
"G0600530","2015-2019","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",,,127155,64900,62255
"G0600550","2015-2019","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",,,48705,31276,17429
"G0600570","2015-2019","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",,,40855,30316,10539
"G0600590","2015-2019","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",,,1037492,595272,442220
"G0600610","2015-2019","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",,,142855,102650,40205
"G0600630","2015-2019","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063","Plumas County, California",,,8450,6156,2294
"G0600650","2015-2019","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",,,724893,480944,243949
"G0600670","2015-2019","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",,,543025,306324,236701
"G0600690","2015-2019","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069","San Benito County, California",,,18135,11554,6581
"G0600710","2015-2019","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",,,636041,380281,255760
"G0600730","2015-2019","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",,,1125286,600104,525182
"G0600750","2015-2019","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",,,362354,136239,226115
"G0600770","2015-2019","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",,,228567,129419,99148
"G0600790","2015-2019","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",,,105981,65248,40733
"G0600810","2015-2019","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",,,263543,158543,105000
"G0600830","2015-2019","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",,,145856,75945,69911
"G0600850","2015-2019","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",,,640215,361105,279110
"G0600870","2015-2019","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",,,95818,57561,38257
"G0600890","2015-2019","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",,,71181,45548,25633
"G0600910","2015-2019","CA",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06091","Sierra County, California",,,1319,994,325
"G0600930","2015-2019","CA",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06093","Siskiyou County, California",,,19240,12509,6731
"G0600950","2015-2019","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",,,149865,92149,57716
"G0600970","2015-2019","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",,,189374,116393,72981
"G0600990","2015-2019","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",,,173898,100576,73322
"G0601010","2015-2019","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",,,32636,18839,13797
"G0601030","2015-2019","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06103","Tehama County, California",,,24189,15813,8376
"G0601050","2015-2019","CA",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06105","Trinity County, California",,,5939,4093,1846
"G0601070","2015-2019","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",,,138238,78866,59372
"G0601090","2015-2019","CA",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06109","Tuolumne County, California",,,22502,16039,6463
"G0601110","2015-2019","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",,,271040,171174,99866
"G0601130","2015-2019","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",,,74296,38315,35981
"G0601150","2015-2019","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",,,26354,15948,10406
"G0800010","2015-2019","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",,,166450,110208,56242
"G0800030","2015-2019","CO",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08003","Alamosa County, Colorado",,,6162,3562,2600
"G0800050","2015-2019","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",,,240304,152635,87669
"G0800070","2015-2019","CO",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08007","Archuleta County, Colorado",,,5858,4230,1628
"G0800090","2015-2019","CO",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08009","Baca County, Colorado",,,1662,1180,482
"G0800110","2015-2019","CO",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08011","Bent County, Colorado",,,1767,1053,714
"G0800130","2015-2019","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",,,127415,79273,48142
"G0800140","2015-2019","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,27470,17917,9553
"G0800150","2015-2019","CO",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08015","Chaffee County, Colorado",,,8231,6405,1826
"G0800170","2015-2019","CO",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08017","Cheyenne County, Colorado",,,774,553,221
"G0800190","2015-2019","CO",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08019","Clear Creek County, Colorado",,,4395,3394,1001
"G0800210","2015-2019","CO",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08021","Conejos County, Colorado",,,3183,2528,655
"G0800230","2015-2019","CO",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08023","Costilla County, Colorado",,,1746,1205,541
"G0800250","2015-2019","CO",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08025","Crowley County, Colorado",,,1301,943,358
"G0800270","2015-2019","CO",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08027","Custer County, Colorado",,,2214,1930,284
"G0800290","2015-2019","CO",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08029","Delta County, Colorado",,,11883,8751,3132
"G0800310","2015-2019","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",,,301501,150382,151119
"G0800330","2015-2019","CO",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08033","Dolores County, Colorado",,,759,619,140
"G0800350","2015-2019","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,120709,95344,25365
"G0800370","2015-2019","CO",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08037","Eagle County, Colorado",,,18171,12680,5491
"G0800390","2015-2019","CO",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08039","Elbert County, Colorado",,,9280,8354,926
"G0800410","2015-2019","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",,,257507,164677,92830
"G0800430","2015-2019","CO",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08043","Fremont County, Colorado",,,17136,12858,4278
"G0800450","2015-2019","CO",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08045","Garfield County, Colorado",,,21498,14374,7124
"G0800470","2015-2019","CO",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08047","Gilpin County, Colorado",,,2802,2230,572
"G0800490","2015-2019","CO",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08049","Grand County, Colorado",,,5884,4028,1856
"G0800510","2015-2019","CO",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08051","Gunnison County, Colorado",,,6616,4065,2551
"G0800530","2015-2019","CO",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08053","Hinsdale County, Colorado",,,377,270,107
"G0800550","2015-2019","CO",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08055","Huerfano County, Colorado",,,3225,2314,911
"G0800570","2015-2019","CO",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08057","Jackson County, Colorado",,,558,446,112
"G0800590","2015-2019","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",,,232284,164186,68098
"G0800610","2015-2019","CO",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08061","Kiowa County, Colorado",,,638,474,164
"G0800630","2015-2019","CO",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08063","Kit Carson County, Colorado",,,3004,1995,1009
