GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJ1UM001,AJ1UM002,AJ1UM003
"G0501270","2014-2018",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",,,222,197,154
"G0501290","2014-2018",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",,,218,188,174
"G0501310","2014-2018",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",,,642,834,883
"G0501330","2014-2018",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",,,177,199,214
"G0501350","2014-2018",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",,,281,281,223
"G0501370","2014-2018",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",,,236,284,272
"G0501390","2014-2018",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",,,462,490,443
"G0501410","2014-2018",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",,,254,233,210
"G0501430","2014-2018",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",,,711,917,1039
"G0501450","2014-2018",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",,,455,642,668
"G0501470","2014-2018",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",,,149,146,142
"G0501490","2014-2018",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",,,268,244,262
"G0600010","2014-2018",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",,,1547,2469,2179
"G0600030","2014-2018",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",,,67,57,26
"G0600050","2014-2018",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",,,432,411,369
"G0600070","2014-2018",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",,,860,1011,1020
"G0600090","2014-2018",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",,,434,487,416
"G0600110","2014-2018",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",,,174,242,259
"G0600130","2014-2018",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",,,1405,2331,2097
"G0600150","2014-2018",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",,,314,324,414
"G0600170","2014-2018",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",,,735,672,741
"G0600190","2014-2018",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",,,1206,1741,1727
"G0600210","2014-2018",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",,,225,341,356
"G0600230","2014-2018",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",,,676,642,897
"G0600250","2014-2018",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",,,845,822,924
"G0600270","2014-2018",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",,,212,242,221
"G0600290","2014-2018",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",,,1297,1986,2100
"G0600310","2014-2018",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",,,539,725,763
"G0600330","2014-2018",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",,,628,529,596
"G0600350","2014-2018",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",,,354,286,279
"G0600370","2014-2018",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",,,5533,9373,6379
"G0600390","2014-2018",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",,,607,802,812
"G0600410","2014-2018",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",,,753,879,924
"G0600430","2014-2018",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",,,351,266,335
"G0600450","2014-2018",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",,,621,626,617
"G0600470","2014-2018",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",,,596,881,911
"G0600490","2014-2018",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",,,173,180,145
"G0600510","2014-2018",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",,,426,302,327
"G0600530","2014-2018",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",,,906,918,1002
"G0600550","2014-2018",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",,,491,625,645
"G0600570","2014-2018",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",,,677,713,624
"G0600590","2014-2018",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",,,2799,4165,3493
"G0600610","2014-2018",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",,,914,1187,1056
"G0600630","2014-2018",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",,,337,320,261
"G0600650","2014-2018",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",,,2722,3912,2861
"G0600670","2014-2018",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",,,1825,2909,2352
"G0600690","2014-2018",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",,,181,340,363
"G0600710","2014-2018",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",,,2099,2888,2797
"G0600730","2014-2018",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",,,3147,4386,3504
"G0600750","2014-2018",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",,,1844,1887,1874
"G0600770","2014-2018",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",,,913,1759,1634
"G0600790","2014-2018",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",,,1020,1081,1122
"G0600810","2014-2018",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",,,1067,1532,1268
"G0600830","2014-2018",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",,,885,988,1124
"G0600850","2014-2018",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",,,1810,2737,2527
"G0600870","2014-2018",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",,,961,979,1111
"G0600890","2014-2018",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",,,580,754,798
"G0600910","2014-2018",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",,,141,136,94
"G0600930","2014-2018",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",,,305,379,384
"G0600950","2014-2018",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",,,608,1131,1070
"G0600970","2014-2018",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",,,918,1553,1572
"G0600990","2014-2018",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",,,777,1461,1560
"G0601010","2014-2018",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",,,312,563,535
"G0601030","2014-2018",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",,,435,529,529
"G0601050","2014-2018",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",,,216,244,252
"G0601070","2014-2018",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",,,817,1243,1283
"G0601090","2014-2018",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",,,607,546,605
"G0601110","2014-2018",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",,,1122,1692,1663
"G0601130","2014-2018",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",,,592,697,888
"G0601150","2014-2018",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",,,329,550,529
"G0800010","2014-2018",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",,,655,1333,1320
"G0800030","2014-2018",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",,,209,210,271
"G0800050","2014-2018",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",,,1050,1462,1616
"G0800070","2014-2018",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",,,301,260,236
"G0800090","2014-2018",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",,,79,82,72
"G0800110","2014-2018",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",,,158,111,127
"G0800130","2014-2018",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",,,675,1007,1046
"G0800140","2014-2018",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,255,360,410
"G0800150","2014-2018",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",,,415,395,264
"G0800170","2014-2018",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",,,78,74,47
"G0800190","2014-2018",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",,,219,210,173
"G0800210","2014-2018",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",,,124,107,97
"G0800230","2014-2018",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",,,117,93,91
"G0800250","2014-2018",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",,,148,106,101
"G0800270","2014-2018",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",,,169,158,92
"G0800290","2014-2018",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",,,342,366,326
"G0800310","2014-2018",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",,,1073,1999,1921
"G0800330","2014-2018",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",,,69,73,34
"G0800350","2014-2018",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",,,587,801,786
"G0800370","2014-2018",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",,,582,553,549
"G0800390","2014-2018",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",,,103,156,134
"G0800410","2014-2018",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",,,1158,1651,1336
"G0800430","2014-2018",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",,,511,504,374
"G0800450","2014-2018",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",,,398,481,470
"G0800470","2014-2018",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",,,217,201,133
"G0800490","2014-2018",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",,,423,342,284
"G0800510","2014-2018",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",,,303,242,315
"G0800530","2014-2018",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",,,44,41,31
"G0800550","2014-2018",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",,,159,179,170
"G0800570","2014-2018",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",,,56,57,50
"G0800590","2014-2018",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",,,911,1566,1476
"G0800610","2014-2018",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",,,57,51,43
"G0800630","2014-2018",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",,,212,172,146
"G0800650","2014-2018",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",,,245,248,288
"G0800670","2014-2018",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",,,489,452,546
"G0800690","2014-2018",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",,,725,1173,1222
"G0800710","2014-2018",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",,,242,236,206
"G0800730","2014-2018",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Colorado",,,533,298,256
"G0800750","2014-2018",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Colorado",,,233,269,308
"G0800770","2014-2018",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesa County, Colorado",,,589,914,922
"G0800790","2014-2018",,,"Colorado","08","Mineral County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Colorado",,,51,50,22
"G0800810","2014-2018",,,"Colorado","08","Moffat County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Moffat County, Colorado",,,189,224,220
"G0800830","2014-2018",,,"Colorado","08","Montezuma County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montezuma County, Colorado",,,205,285,242
"G0800850","2014-2018",,,"Colorado","08","Montrose County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montrose County, Colorado",,,282,364,332
"G0800870","2014-2018",,,"Colorado","08","Morgan County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Colorado",,,212,319,329
"G0800890","2014-2018",,,"Colorado","08","Otero County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, Colorado",,,252,248,331
"G0800910","2014-2018",,,"Colorado","08","Ouray County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouray County, Colorado",,,115,133,118
"G0800930","2014-2018",,,"Colorado","08","Park County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Colorado",,,357,332,242
"G0800950","2014-2018",,,"Colorado","08","Phillips County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Colorado",,,125,110,109
"G0800970","2014-2018",,,"Colorado","08","Pitkin County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitkin County, Colorado",,,399,356,380
"G0800990","2014-2018",,,"Colorado","08","Prowers County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prowers County, Colorado",,,232,225,211
"G0801010","2014-2018",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pueblo County, Colorado",,,667,874,803
"G0801030","2014-2018",,,"Colorado","08","Rio Blanco County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Blanco County, Colorado",,,151,143,122
"G0801050","2014-2018",,,"Colorado","08","Rio Grande County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Grande County, Colorado",,,269,192,238
"G0801070","2014-2018",,,"Colorado","08","Routt County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Routt County, Colorado",,,425,290,362
"G0801090","2014-2018",,,"Colorado","08","Saguache County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saguache County, Colorado",,,153,148,122
"G0801110","2014-2018",,,"Colorado","08","San Juan County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Colorado",,,41,34,31
"G0801130","2014-2018",,,"Colorado","08","San Miguel County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, Colorado",,,168,126,148
"G0801150","2014-2018",,,"Colorado","08","Sedgwick County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sedgwick County, Colorado",,,68,76,58
"G0801170","2014-2018",,,"Colorado","08","Summit County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Summit County, Colorado",,,580,546,555
"G0801190","2014-2018",,,"Colorado","08","Teller County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Teller County, Colorado",,,361,330,244
"G0801210","2014-2018",,,"Colorado","08","Washington County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Colorado",,,152,95,110
"G0801230","2014-2018",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Weld County, Colorado",,,520,902,881
"G0801250","2014-2018",,,"Colorado","08","Yuma County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Colorado",,,140,182,202
"G0900010","2014-2018",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",,,1330,1763,1745
"G0900030","2014-2018",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartford County, Connecticut",,,1488,1726,1709
"G0900050","2014-2018",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Litchfield County, Connecticut",,,840,851,693
"G0900070","2014-2018",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",,,735,844,800
"G0900090","2014-2018",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"New Haven County, Connecticut",,,1775,1887,1974
"G0900110","2014-2018",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"New London County, Connecticut",,,932,882,1101
"G0900130","2014-2018",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tolland County, Connecticut",,,657,616,739
"G0900150","2014-2018",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Windham County, Connecticut",,,585,680,663
"G1000010","2014-2018",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Delaware",,,689,877,828
"G1000030","2014-2018",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"New Castle County, Delaware",,,1043,1287,1369
"G1000050","2014-2018",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, Delaware",,,997,954,676
"G1100010","2014-2018",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"District of Columbia, District of Columbia",,,1459,1429,1680
"G1200010","2014-2018",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alachua County, Florida",,,1341,980,1275
"G1200030","2014-2018",,,"Florida","12","Baker County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baker County, Florida",,,380,427,380
"G1200050","2014-2018",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bay County, Florida",,,1086,972,990
"G1200070","2014-2018",,,"Florida","12","Bradford County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradford County, Florida",,,387,415,306
"G1200090","2014-2018",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brevard County, Florida",,,1973,1983,1692
"G1200110","2014-2018",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Broward County, Florida",,,3587,3819,3513
"G1200130","2014-2018",,,"Florida","12","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Florida",,,233,249,167
"G1200150","2014-2018",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlotte County, Florida",,,1016,953,756
"G1200170","2014-2018",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Citrus County, Florida",,,1091,958,775
"G1200190","2014-2018",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Florida",,,911,1086,972
"G1200210","2014-2018",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Collier County, Florida",,,1584,1295,1274
"G1200230","2014-2018",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Florida",,,454,525,517
"G1200270","2014-2018",,,"Florida","12","DeSoto County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeSoto County, Florida",,,441,386,379
"G1200290","2014-2018",,,"Florida","12","Dixie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dixie County, Florida",,,332,304,252
"G1200310","2014-2018",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Duval County, Florida",,,1851,2111,2388
"G1200330","2014-2018",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Escambia County, Florida",,,1075,1244,1284
"G1200350","2014-2018",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Flagler County, Florida",,,700,796,683
"G1200370","2014-2018",,,"Florida","12","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Florida",,,287,277,186
