GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,NAME,TRBL_CTA,TRBL_BGA,AMUFE001,AMUFE002,AMUFE003
"G4804610","2016-2020","TX",,,"Texas","48","Upton County","461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48461","Upton County, Texas",,,1344,1034,310
"G4804630","2016-2020","TX",,,"Texas","48","Uvalde County","463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48463","Uvalde County, Texas",,,8921,6185,2736
"G4804650","2016-2020","TX",,,"Texas","48","Val Verde County","465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48465","Val Verde County, Texas",,,16388,10623,5765
"G4804670","2016-2020","TX",,,"Texas","48","Van Zandt County","467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48467","Van Zandt County, Texas",,,20494,16185,4309
"G4804690","2016-2020","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",,,32520,21872,10648
"G4804710","2016-2020","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",,,22515,11677,10838
"G4804730","2016-2020","TX",,,"Texas","48","Waller County","473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48473","Waller County, Texas",,,15586,10798,4788
"G4804750","2016-2020","TX",,,"Texas","48","Ward County","475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48475","Ward County, Texas",,,4100,3058,1042
"G4804770","2016-2020","TX",,,"Texas","48","Washington County","477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48477","Washington County, Texas",,,13321,9817,3504
"G4804790","2016-2020","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",,,76382,48093,28289
"G4804810","2016-2020","TX",,,"Texas","48","Wharton County","481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48481","Wharton County, Texas",,,15248,10116,5132
"G4804830","2016-2020","TX",,,"Texas","48","Wheeler County","483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48483","Wheeler County, Texas",,,2060,1449,611
"G4804850","2016-2020","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",,,48538,29577,18961
"G4804870","2016-2020","TX",,,"Texas","48","Wilbarger County","487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48487","Wilbarger County, Texas",,,5008,2973,2035
"G4804890","2016-2020","TX",,,"Texas","48","Willacy County","489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48489","Willacy County, Texas",,,5882,3939,1943
"G4804910","2016-2020","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",,,188113,128240,59873
"G4804930","2016-2020","TX",,,"Texas","48","Wilson County","493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48493","Wilson County, Texas",,,15975,13943,2032
"G4804950","2016-2020","TX",,,"Texas","48","Winkler County","495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48495","Winkler County, Texas",,,2618,2119,499
"G4804970","2016-2020","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",,,22254,17720,4534
"G4804990","2016-2020","TX",,,"Texas","48","Wood County","499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48499","Wood County, Texas",,,16716,13609,3107
"G4805010","2016-2020","TX",,,"Texas","48","Yoakum County","501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48501","Yoakum County, Texas",,,2601,2010,591
"G4805030","2016-2020","TX",,,"Texas","48","Young County","503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48503","Young County, Texas",,,7491,5547,1944
"G4805050","2016-2020","TX",,,"Texas","48","Zapata County","505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48505","Zapata County, Texas",,,4689,3287,1402
"G4805070","2016-2020","TX",,,"Texas","48","Zavala County","507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US48507","Zavala County, Texas",,,3674,2710,964
"G4900010","2016-2020","UT",,,"Utah","49","Beaver County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49001","Beaver County, Utah",,,2213,1805,408
"G4900030","2016-2020","UT",,,"Utah","49","Box Elder County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49003","Box Elder County, Utah",,,17811,13614,4197
"G4900050","2016-2020","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",,,39581,24772,14809
"G4900070","2016-2020","UT",,,"Utah","49","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49007","Carbon County, Utah",,,7802,5637,2165
"G4900090","2016-2020","UT",,,"Utah","49","Daggett County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49009","Daggett County, Utah",,,169,120,49
"G4900110","2016-2020","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",,,107104,83205,23899
"G4900130","2016-2020","UT",,,"Utah","49","Duchesne County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49013","Duchesne County, Utah",,,7038,5210,1828
"G4900150","2016-2020","UT",,,"Utah","49","Emery County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49015","Emery County, Utah",,,3732,2811,921
"G4900170","2016-2020","UT",,,"Utah","49","Garfield County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49017","Garfield County, Utah",,,1851,1453,398
"G4900190","2016-2020","UT",,,"Utah","49","Grand County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49019","Grand County, Utah",,,4442,2912,1530
"G4900210","2016-2020","UT",,,"Utah","49","Iron County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49021","Iron County, Utah",,,17381,11340,6041
"G4900230","2016-2020","UT",,,"Utah","49","Juab County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49023","Juab County, Utah",,,3478,2722,756
"G4900250","2016-2020","UT",,,"Utah","49","Kane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49025","Kane County, Utah",,,2847,2196,651
"G4900270","2016-2020","UT",,,"Utah","49","Millard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49027","Millard County, Utah",,,4293,3160,1133
"G4900290","2016-2020","UT",,,"Utah","49","Morgan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49029","Morgan County, Utah",,,3434,3039,395
"G4900310","2016-2020","UT",,,"Utah","49","Piute County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49031","Piute County, Utah",,,590,525,65
"G4900330","2016-2020","UT",,,"Utah","49","Rich County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49033","Rich County, Utah",,,641,470,171
"G4900350","2016-2020","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",,,383324,258905,124419
"G4900370","2016-2020","UT",,,"Utah","49","San Juan County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49037","San Juan County, Utah",,,4577,3575,1002
"G4900390","2016-2020","UT",,,"Utah","49","Sanpete County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49039","Sanpete County, Utah",,,8887,6862,2025
"G4900410","2016-2020","UT",,,"Utah","49","Sevier County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49041","Sevier County, Utah",,,7487,5905,1582
"G4900430","2016-2020","UT",,,"Utah","49","Summit County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49043","Summit County, Utah",,,14474,11308,3166
"G4900450","2016-2020","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",,,21147,17074,4073
"G4900470","2016-2020","UT",,,"Utah","49","Uintah County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49047","Uintah County, Utah",,,10739,8242,2497
"G4900490","2016-2020","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",,,171899,116732,55167
"G4900510","2016-2020","UT",,,"Utah","49","Wasatch County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49051","Wasatch County, Utah",,,10505,7754,2751
"G4900530","2016-2020","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",,,59699,41927,17772
"G4900550","2016-2020","UT",,,"Utah","49","Wayne County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49055","Wayne County, Utah",,,995,730,265
"G4900570","2016-2020","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",,,85205,63658,21547
"G5000010","2016-2020","VT",,,"Vermont","50","Addison County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50001","Addison County, Vermont",,,14700,11067,3633
"G5000030","2016-2020","VT",,,"Vermont","50","Bennington County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50003","Bennington County, Vermont",,,14585,10699,3886
"G5000050","2016-2020","VT",,,"Vermont","50","Caledonia County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50005","Caledonia County, Vermont",,,12618,9470,3148
"G5000070","2016-2020","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",,,66478,41815,24663
"G5000090","2016-2020","VT",,,"Vermont","50","Essex County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50009","Essex County, Vermont",,,2882,2393,489
"G5000110","2016-2020","VT",,,"Vermont","50","Franklin County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50011","Franklin County, Vermont",,,19045,14762,4283
"G5000130","2016-2020","VT",,,"Vermont","50","Grand Isle County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50013","Grand Isle County, Vermont",,,2976,2557,419
"G5000150","2016-2020","VT",,,"Vermont","50","Lamoille County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50015","Lamoille County, Vermont",,,10770,7761,3009
"G5000170","2016-2020","VT",,,"Vermont","50","Orange County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50017","Orange County, Vermont",,,12670,10219,2451
"G5000190","2016-2020","VT",,,"Vermont","50","Orleans County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50019","Orleans County, Vermont",,,11678,9109,2569
"G5000210","2016-2020","VT",,,"Vermont","50","Rutland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50021","Rutland County, Vermont",,,25349,18126,7223
"G5000230","2016-2020","VT",,,"Vermont","50","Washington County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50023","Washington County, Vermont",,,25310,17793,7517
"G5000250","2016-2020","VT",,,"Vermont","50","Windham County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50025","Windham County, Vermont",,,19162,12974,6188
"G5000270","2016-2020","VT",,,"Vermont","50","Windsor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50027","Windsor County, Vermont",,,24629,18629,6000
"G5100010","2016-2020","VA",,,"Virginia","51","Accomack County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51001","Accomack County, Virginia",,,13641,8861,4780
"G5100030","2016-2020","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",,,42381,27625,14756
"G5100050","2016-2020","VA",,,"Virginia","51","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51005","Alleghany County, Virginia",,,6529,5170,1359
"G5100070","2016-2020","VA",,,"Virginia","51","Amelia County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51007","Amelia County, Virginia",,,5034,4184,850
"G5100090","2016-2020","VA",,,"Virginia","51","Amherst County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51009","Amherst County, Virginia",,,12161,9408,2753
"G5100110","2016-2020","VA",,,"Virginia","51","Appomattox County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51011","Appomattox County, Virginia",,,6158,4741,1417
"G5100130","2016-2020","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",,,108604,46205,62399
"G5100150","2016-2020","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,30165,23938,6227
"G5100170","2016-2020","VA",,,"Virginia","51","Bath County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51017","Bath County, Virginia",,,1831,1499,332
"G5100190","2016-2020","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,31424,26448,4976
"G5100210","2016-2020","VA",,,"Virginia","51","Bland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51021","Bland County, Virginia",,,2326,1919,407
"G5100230","2016-2020","VA",,,"Virginia","51","Botetourt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51023","Botetourt County, Virginia",,,13171,11291,1880
"G5100250","2016-2020","VA",,,"Virginia","51","Brunswick County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51025","Brunswick County, Virginia",,,6138,4545,1593
"G5100270","2016-2020","VA",,,"Virginia","51","Buchanan County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51027","Buchanan County, Virginia",,,8270,6602,1668
"G5100290","2016-2020","VA",,,"Virginia","51","Buckingham County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51029","Buckingham County, Virginia",,,5948,4391,1557
"G5100310","2016-2020","VA",,,"Virginia","51","Campbell County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51031","Campbell County, Virginia",,,23157,16916,6241
"G5100330","2016-2020","VA",,,"Virginia","51","Caroline County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51033","Caroline County, Virginia",,,10978,8823,2155
"G5100350","2016-2020","VA",,,"Virginia","51","Carroll County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51035","Carroll County, Virginia",,,12134,9619,2515
"G5100360","2016-2020","VA",,,"Virginia","51","Charles City County","036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51036","Charles City County, Virginia",,,2998,2531,467
"G5100370","2016-2020","VA",,,"Virginia","51","Charlotte County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51037","Charlotte County, Virginia",,,4836,3295,1541
"G5100410","2016-2020","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",,,127230,97590,29640
"G5100430","2016-2020","VA",,,"Virginia","51","Clarke County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51043","Clarke County, Virginia",,,5690,4415,1275
"G5100450","2016-2020","VA",,,"Virginia","51","Craig County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51045","Craig County, Virginia",,,2219,1575,644
"G5100470","2016-2020","VA",,,"Virginia","51","Culpeper County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51047","Culpeper County, Virginia",,,17474,12829,4645
"G5100490","2016-2020","VA",,,"Virginia","51","Cumberland County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51049","Cumberland County, Virginia",,,4112,3128,984
"G5100510","2016-2020","VA",,,"Virginia","51","Dickenson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51051","Dickenson County, Virginia",,,5727,4298,1429
"G5100530","2016-2020","VA",,,"Virginia","51","Dinwiddie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51053","Dinwiddie County, Virginia",,,10403,8033,2370
"G5100570","2016-2020","VA",,,"Virginia","51","Essex County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51057","Essex County, Virginia",,,4551,3100,1451
"G5100590","2016-2020","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",,,398653,273428,125225
"G5100610","2016-2020","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,24617,18939,5678
"G5100630","2016-2020","VA",,,"Virginia","51","Floyd County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51063","Floyd County, Virginia",,,6657,5726,931
"G5100650","2016-2020","VA",,,"Virginia","51","Fluvanna County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51065","Fluvanna County, Virginia",,,9967,8215,1752
"G5100670","2016-2020","VA",,,"Virginia","51","Franklin County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51067","Franklin County, Virginia",,,22730,18549,4181
"G5100690","2016-2020","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",,,32094,24939,7155
"G5100710","2016-2020","VA",,,"Virginia","51","Giles County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51071","Giles County, Virginia",,,6715,5128,1587
"G5100730","2016-2020","VA",,,"Virginia","51","Gloucester County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51073","Gloucester County, Virginia",,,14792,11830,2962
"G5100750","2016-2020","VA",,,"Virginia","51","Goochland County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51075","Goochland County, Virginia",,,8711,7466,1245
"G5100770","2016-2020","VA",,,"Virginia","51","Grayson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51077","Grayson County, Virginia",,,6388,5367,1021
"G5100790","2016-2020","VA",,,"Virginia","51","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51079","Greene County, Virginia",,,7491,6061,1430
"G5100810","2016-2020","VA",,,"Virginia","51","Greensville County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51081","Greensville County, Virginia",,,3441,2473,968
"G5100830","2016-2020","VA",,,"Virginia","51","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51083","Halifax County, Virginia",,,14155,10592,3563
"G5100850","2016-2020","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",,,39226,32519,6707
"G5100870","2016-2020","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",,,130434,83448,46986
"G5100890","2016-2020","VA",,,"Virginia","51","Henry County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51089","Henry County, Virginia",,,21012,15121,5891
"G5100910","2016-2020","VA",,,"Virginia","51","Highland County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51091","Highland County, Virginia",,,987,862,125
"G5100930","2016-2020","VA",,,"Virginia","51","Isle of Wight County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51093","Isle of Wight County, Virginia",,,14611,11220,3391
"G5100950","2016-2020","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,29681,22709,6972
"G5100970","2016-2020","VA",,,"Virginia","51","King and Queen County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51097","King and Queen County, Virginia",,,2816,2382,434
"G5100990","2016-2020","VA",,,"Virginia","51","King George County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51099","King George County, Virginia",,,9387,7137,2250
"G5101010","2016-2020","VA",,,"Virginia","51","King William County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51101","King William County, Virginia",,,6393,5651,742
"G5101030","2016-2020","VA",,,"Virginia","51","Lancaster County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51103","Lancaster County, Virginia",,,5287,4010,1277
"G5101050","2016-2020","VA",,,"Virginia","51","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51105","Lee County, Virginia",,,8843,6130,2713
"G5101070","2016-2020","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",,,132565,103019,29546
"G5101090","2016-2020","VA",,,"Virginia","51","Louisa County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51109","Louisa County, Virginia",,,14383,11407,2976
"G5101110","2016-2020","VA",,,"Virginia","51","Lunenburg County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51111","Lunenburg County, Virginia",,,4472,3187,1285
"G5101130","2016-2020","VA",,,"Virginia","51","Madison County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51113","Madison County, Virginia",,,5098,4004,1094
"G5101150","2016-2020","VA",,,"Virginia","51","Mathews County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51115","Mathews County, Virginia",,,3881,3247,634
"G5101170","2016-2020","VA",,,"Virginia","51","Mecklenburg County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51117","Mecklenburg County, Virginia",,,12371,8962,3409
"G5101190","2016-2020","VA",,,"Virginia","51","Middlesex County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51119","Middlesex County, Virginia",,,4764,3746,1018
"G5101210","2016-2020","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",,,35388,19618,15770
"G5101250","2016-2020","VA",,,"Virginia","51","Nelson County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51125","Nelson County, Virginia",,,6398,4805,1593
"G5101270","2016-2020","VA",,,"Virginia","51","New Kent County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51127","New Kent County, Virginia",,,8117,7302,815
"G5101310","2016-2020","VA",,,"Virginia","51","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51131","Northampton County, Virginia",,,5151,3244,1907
"G5101330","2016-2020","VA",,,"Virginia","51","Northumberland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51133","Northumberland County, Virginia",,,5686,5081,605
"G5101350","2016-2020","VA",,,"Virginia","51","Nottoway County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51135","Nottoway County, Virginia",,,5568,3748,1820
"G5101370","2016-2020","VA",,,"Virginia","51","Orange County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51137","Orange County, Virginia",,,13926,10890,3036
"G5101390","2016-2020","VA",,,"Virginia","51","Page County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51139","Page County, Virginia",,,9413,6760,2653
"G5101410","2016-2020","VA",,,"Virginia","51","Patrick County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51141","Patrick County, Virginia",,,7830,6064,1766
"G5101430","2016-2020","VA",,,"Virginia","51","Pittsylvania County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51143","Pittsylvania County, Virginia",,,26205,19866,6339
"G5101450","2016-2020","VA",,,"Virginia","51","Powhatan County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51145","Powhatan County, Virginia",,,10392,9647,745
"G5101470","2016-2020","VA",,,"Virginia","51","Prince Edward County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51147","Prince Edward County, Virginia",,,7394,4671,2723
"G5101490","2016-2020","VA",,,"Virginia","51","Prince George County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51149","Prince George County, Virginia",,,11763,8065,3698
"G5101530","2016-2020","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",,,144159,105332,38827
"G5101550","2016-2020","VA",,,"Virginia","51","Pulaski County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51155","Pulaski County, Virginia",,,14666,10184,4482
"G5101570","2016-2020","VA",,,"Virginia","51","Rappahannock County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51157","Rappahannock County, Virginia",,,2827,2181,646
"G5101590","2016-2020","VA",,,"Virginia","51","Richmond County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51159","Richmond County, Virginia",,,2939,1886,1053
"G5101610","2016-2020","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",,,38234,28547,9687
"G5101630","2016-2020","VA",,,"Virginia","51","Rockbridge County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51163","Rockbridge County, Virginia",,,9301,6973,2328
"G5101650","2016-2020","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",,,31306,23289,8017
"G5101670","2016-2020","VA",,,"Virginia","51","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51167","Russell County, Virginia",,,10975,8207,2768
"G5101690","2016-2020","VA",,,"Virginia","51","Scott County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51169","Scott County, Virginia",,,8710,6918,1792
