GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AH37E001,AH37E002,AH37E003
"G1700350","2013-2017",,,"Illinois","17","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Illinois",,,4287,3389,898
"G1700370","2013-2017",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Illinois",,,37420,21139,16281
"G1700390","2013-2017",,,"Illinois","17","De Witt County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"De Witt County, Illinois",,,6704,5220,1484
"G1700410","2013-2017",,,"Illinois","17","Douglas County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Illinois",,,7580,5495,2085
"G1700430","2013-2017",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"DuPage County, Illinois",,,340669,249800,90869
"G1700450","2013-2017",,,"Illinois","17","Edgar County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgar County, Illinois",,,7669,5678,1991
"G1700470","2013-2017",,,"Illinois","17","Edwards County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Illinois",,,2810,2347,463
"G1700490","2013-2017",,,"Illinois","17","Effingham County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Illinois",,,13450,10443,3007
"G1700510","2013-2017",,,"Illinois","17","Fayette County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Illinois",,,7659,6184,1475
"G1700530","2013-2017",,,"Illinois","17","Ford County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ford County, Illinois",,,5684,4035,1649
"G1700550","2013-2017",,,"Illinois","17","Franklin County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Illinois",,,16346,11767,4579
"G1700570","2013-2017",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Illinois",,,14069,10906,3163
"G1700590","2013-2017",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Illinois",,,2272,1744,528
"G1700610","2013-2017",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Illinois",,,5087,3976,1111
"G1700630","2013-2017",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Illinois",,,19006,13695,5311
"G1700650","2013-2017",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Illinois",,,3413,2689,724
"G1700670","2013-2017",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Illinois",,,7523,6068,1455
"G1700690","2013-2017",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Illinois",,,1452,1165,287
"G1700710","2013-2017",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Illinois",,,3019,2397,622
"G1700730","2013-2017",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Illinois",,,19991,15635,4356
"G1700750","2013-2017",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois County, Illinois",,,11845,8997,2848
"G1700770","2013-2017",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Illinois",,,23942,12706,11236
"G1700790","2013-2017",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Illinois",,,3723,3036,687
"G1700810","2013-2017",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Illinois",,,15244,11179,4065
"G1700830","2013-2017",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey County, Illinois",,,8831,7179,1652
"G1700850","2013-2017",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jo Daviess County, Illinois",,,9795,7677,2118
"G1700870","2013-2017",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Illinois",,,4486,3655,831
"G1700890","2013-2017",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Illinois",,,175930,128974,46956
"G1700910","2013-2017",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee County, Illinois",,,40239,27511,12728
"G1700930","2013-2017",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",,,39882,32645,7237
"G1700950","2013-2017",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Illinois",,,20981,13862,7119
"G1700970","2013-2017",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Illinois",,,244523,179525,64998
"G1700990","2013-2017",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle County, Illinois",,,44448,32306,12142
"G1701010","2013-2017",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Illinois",,,6271,4459,1812
"G1701030","2013-2017",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Illinois",,,13416,9905,3511
"G1701050","2013-2017",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Illinois",,,14379,10432,3947
"G1701070","2013-2017",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Illinois",,,11011,8016,2995
"G1701090","2013-2017",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonough County, Illinois",,,11481,7659,3822
"G1701110","2013-2017",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, Illinois",,,110860,88011,22849
"G1701130","2013-2017",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Illinois",,,66070,42861,23209
"G1701150","2013-2017",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Illinois",,,44310,30998,13312
"G1701170","2013-2017",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macoupin County, Illinois",,,18663,14310,4353
"G1701190","2013-2017",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Illinois",,,107241,75734,31507
"G1701210","2013-2017",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Illinois",,,16001,11893,4108
"G1701230","2013-2017",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Illinois",,,4900,4071,829
"G1701250","2013-2017",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Illinois",,,6034,4662,1372
"G1701270","2013-2017",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Massac County, Illinois",,,6084,4471,1613
"G1701290","2013-2017",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Illinois",,,5230,3974,1256
"G1701310","2013-2017",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Illinois",,,6620,5126,1494
"G1701330","2013-2017",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Illinois",,,13227,10852,2375
"G1701350","2013-2017",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Illinois",,,11234,8767,2467
"G1701370","2013-2017",,,"Illinois","17","Morgan County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Illinois",,,13894,9578,4316
"G1701390","2013-2017",,,"Illinois","17","Moultrie County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Moultrie County, Illinois",,,5856,4441,1415
"G1701410","2013-2017",,,"Illinois","17","Ogle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogle County, Illinois",,,20830,15594,5236
"G1701430","2013-2017",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria County, Illinois",,,74515,48422,26093
"G1701450","2013-2017",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Illinois",,,8223,6137,2086
"G1701470","2013-2017",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Piatt County, Illinois",,,6676,5452,1224
"G1701490","2013-2017",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Illinois",,,6629,5137,1492
"G1701510","2013-2017",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Illinois",,,1639,1399,240
"G1701530","2013-2017",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Illinois",,,2246,1656,590
"G1701550","2013-2017",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Illinois",,,2438,1945,493
"G1701570","2013-2017",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Illinois",,,12060,9126,2934
"G1701590","2013-2017",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Illinois",,,6460,4596,1864
"G1701610","2013-2017",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Island County, Illinois",,,60064,41434,18630
"G1701630","2013-2017",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Illinois",,,103125,67109,36016
"G1701650","2013-2017",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Illinois",,,9938,7208,2730
"G1701670","2013-2017",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sangamon County, Illinois",,,83673,58052,25621
"G1701690","2013-2017",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Illinois",,,2856,2277,579
"G1701710","2013-2017",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Illinois",,,2111,1597,514
"G1701730","2013-2017",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Illinois",,,9183,7415,1768
"G1701750","2013-2017",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Illinois",,,2330,1872,458
"G1701770","2013-2017",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephenson County, Illinois",,,19604,13537,6067
"G1701790","2013-2017",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Illinois",,,54751,41725,13026
"G1701810","2013-2017",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Illinois",,,6686,5365,1321
"G1701830","2013-2017",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion County, Illinois",,,31355,21928,9427
"G1701850","2013-2017",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Illinois",,,4915,3711,1204
"G1701870","2013-2017",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Illinois",,,6802,5084,1718
"G1701890","2013-2017",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Illinois",,,5897,4631,1266
"G1701910","2013-2017",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Illinois",,,7117,5451,1666
"G1701930","2013-2017",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Illinois",,,6144,4752,1392
"G1701950","2013-2017",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whiteside County, Illinois",,,23468,17671,5797
"G1701970","2013-2017",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Will County, Illinois",,,226668,184080,42588
"G1701990","2013-2017",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Illinois",,,26862,19396,7466
"G1702010","2013-2017",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Illinois",,,114491,75723,38768
"G1702030","2013-2017",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Illinois",,,14547,12020,2527
"G1800010","2013-2017",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Indiana",,,12453,9491,2962
"G1800030","2013-2017",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Indiana",,,142696,97441,45255
"G1800050","2013-2017",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",,,31472,22345,9127
"G1800070","2013-2017",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Indiana",,,3397,2509,888
"G1800090","2013-2017",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackford County, Indiana",,,5199,3973,1226
"G1800110","2013-2017",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Indiana",,,24228,18367,5861
"G1800130","2013-2017",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Indiana",,,6011,5022,989
"G1800150","2013-2017",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Indiana",,,7819,6391,1428
"G1800170","2013-2017",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Indiana",,,14840,10956,3884
"G1800190","2013-2017",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Indiana",,,43657,31157,12500
"G1800210","2013-2017",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Indiana",,,10680,8193,2487
"G1800230","2013-2017",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Indiana",,,11961,8552,3409
"G1800250","2013-2017",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Indiana",,,4007,3334,673
"G1800270","2013-2017",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Indiana",,,11482,8478,3004
"G1800290","2013-2017",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dearborn County, Indiana",,,18667,14770,3897
"G1800310","2013-2017",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Indiana",,,10354,7182,3172
"G1800330","2013-2017",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Indiana",,,16317,12489,3828
"G1800350","2013-2017",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Indiana",,,46304,29732,16572
"G1800370","2013-2017",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubois County, Indiana",,,16524,12719,3805
"G1800390","2013-2017",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkhart County, Indiana",,,71733,49240,22493
"G1800410","2013-2017",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Indiana",,,9410,6473,2937
"G1800430","2013-2017",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Indiana",,,29046,20993,8053
"G1800450","2013-2017",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fountain County, Indiana",,,6987,5173,1814
"G1800470","2013-2017",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Indiana",,,8843,7099,1744
"G1800490","2013-2017",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Indiana",,,7934,6141,1793
"G1800510","2013-2017",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Indiana",,,13336,10312,3024
"G1800530","2013-2017",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",,,26122,17858,8264
"G1800550","2013-2017",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Indiana",,,12653,10086,2567
"G1800570","2013-2017",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Indiana",,,114282,89184,25098
"G1800590","2013-2017",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",,,27576,21358,6218
"G1800610","2013-2017",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Indiana",,,14693,12140,2553
"G1800630","2013-2017",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",,,57153,44977,12176
"G1800650","2013-2017",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Indiana",,,18096,13227,4869
"G1800670","2013-2017",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Indiana",,,34538,23580,10958
"G1800690","2013-2017",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington County, Indiana",,,14616,11159,3457
"G1800710","2013-2017",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Indiana",,,16549,12027,4522
"G1800730","2013-2017",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Indiana",,,12220,9337,2883
"G1800750","2013-2017",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay County, Indiana",,,8195,6070,2125
"G1800770","2013-2017",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Indiana",,,12677,9093,3584
"G1800790","2013-2017",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jennings County, Indiana",,,10753,7987,2766
"G1800810","2013-2017",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Indiana",,,54867,38974,15893
"G1800830","2013-2017",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Indiana",,,14986,9596,5390
"G1800850","2013-2017",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",,,30265,22632,7633
"G1800870","2013-2017",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaGrange County, Indiana",,,12064,9898,2166
"G1800890","2013-2017",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Indiana",,,185524,128486,57038
"G1800910","2013-2017",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",,,42975,30717,12258
"G1800930","2013-2017",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",,,18432,14523,3909
"G1800950","2013-2017",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",,,51647,35694,15953
"G1800970","2013-2017",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",,,367215,198434,168781
"G1800990","2013-2017",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",,,17249,13018,4231
"G1801010","2013-2017",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",,,4251,3422,829
"G1801030","2013-2017",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",,,13465,9459,4006
"G1801050","2013-2017",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",,,55014,29793,25221
"G1801070","2013-2017",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",,,14993,10742,4251
"G1801090","2013-2017",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",,,25805,19763,6042
"G1801110","2013-2017",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",,,5530,4149,1381
"G1801130","2013-2017",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",,,18205,13543,4662
"G1801150","2013-2017",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",,,2479,1959,520
"G1801170","2013-2017",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",,,7830,5900,1930
"G1801190","2013-2017",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",,,8551,6762,1789
"G1801210","2013-2017",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",,,6112,4721,1391
"G1801230","2013-2017",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",,,7460,5765,1695
"G1801250","2013-2017",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",,,5096,4219,877
"G1801270","2013-2017",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",,,63251,47702,15549
"G1801290","2013-2017",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",,,10140,8422,1718
"G1801310","2013-2017",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",,,5296,4044,1252
"G1801330","2013-2017",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",,,13162,9693,3469
"G1801350","2013-2017",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",,,10495,7964,2531
"G1801370","2013-2017",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",,,11150,8549,2601
"G1801390","2013-2017",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",,,6672,4842,1830
"G1801410","2013-2017",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",,,100694,68361,32333
"G1801430","2013-2017",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",,,8892,6668,2224
"G1801450","2013-2017",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",,,17603,12925,4678
"G1801470","2013-2017",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",,,8101,6644,1457
"G1801490","2013-2017",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",,,8792,7050,1742
"G1801510","2013-2017",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",,,13810,10743,3067
"G1801530","2013-2017",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Indiana",,,7601,5528,2073
"G1801550","2013-2017",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Switzerland County, Indiana",,,4259,3005,1254
"G1801570","2013-2017",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",,,68771,37260,31511
"G1801590","2013-2017",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Indiana",,,6365,5071,1294
"G1801610","2013-2017",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Indiana",,,2860,2076,784
"G1801630","2013-2017",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",,,74923,47989,26934
