GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AH37E001,AH37E002,AH37E003
"G2800430","2013-2017",,,"Mississippi","28","Grenada County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grenada County, Mississippi",,,7889,5392,2497
"G2800450","2013-2017",,,"Mississippi","28","Hancock County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Mississippi",,,19145,14076,5069
"G2800470","2013-2017",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Mississippi",,,77630,43284,34346
"G2800490","2013-2017",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinds County, Mississippi",,,89153,52834,36319
"G2800510","2013-2017",,,"Mississippi","28","Holmes County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Mississippi",,,6280,3828,2452
"G2800530","2013-2017",,,"Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humphreys County, Mississippi",,,3119,1815,1304
"G2800550","2013-2017",,,"Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Issaquena County, Mississippi",,,437,201,236
"G2800570","2013-2017",,,"Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Itawamba County, Mississippi",,,8813,6637,2176
"G2800590","2013-2017",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Mississippi",,,50994,35803,15191
"G2800610","2013-2017",,,"Mississippi","28","Jasper County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Mississippi",,,6817,5736,1081
"G2800630","2013-2017",,,"Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Mississippi",,,2453,1601,852
"G2800650","2013-2017",,,"Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis County, Mississippi",,,4798,3592,1206
"G2800670","2013-2017",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Mississippi",,,24663,17904,6759
"G2800690","2013-2017",,,"Mississippi","28","Kemper County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kemper County, Mississippi",,,3695,2824,871
"G2800710","2013-2017",,,"Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Mississippi",,,19767,11551,8216
"G2800730","2013-2017",,,"Mississippi","28","Lamar County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Mississippi",,,22022,15007,7015
"G2800750","2013-2017",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauderdale County, Mississippi",,,29892,19611,10281
"G2800770","2013-2017",,,"Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Mississippi",,,4822,3817,1005
"G2800790","2013-2017",,,"Mississippi","28","Leake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Leake County, Mississippi",,,8228,5922,2306
"G2800810","2013-2017",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Mississippi",,,32485,21853,10632
"G2800830","2013-2017",,,"Mississippi","28","Leflore County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Leflore County, Mississippi",,,10477,5145,5332
"G2800850","2013-2017",,,"Mississippi","28","Lincoln County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Mississippi",,,12806,9591,3215
"G2800870","2013-2017",,,"Mississippi","28","Lowndes County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Mississippi",,,22630,13872,8758
"G2800890","2013-2017",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Mississippi",,,38405,27134,11271
"G2800910","2013-2017",,,"Mississippi","28","Marion County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Mississippi",,,9667,7601,2066
"G2800930","2013-2017",,,"Mississippi","28","Marshall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Mississippi",,,13084,9928,3156
"G2800950","2013-2017",,,"Mississippi","28","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Mississippi",,,14042,10522,3520
"G2800970","2013-2017",,,"Mississippi","28","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Mississippi",,,4524,3350,1174
"G2800990","2013-2017",,,"Mississippi","28","Neshoba County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Neshoba County, Mississippi",,,10773,7917,2856
"G2801010","2013-2017",,,"Mississippi","28","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Mississippi",,,8010,6219,1791
"G2801030","2013-2017",,,"Mississippi","28","Noxubee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Noxubee County, Mississippi",,,4002,2960,1042
"G2801050","2013-2017",,,"Mississippi","28","Oktibbeha County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oktibbeha County, Mississippi",,,17393,9256,8137
"G2801070","2013-2017",,,"Mississippi","28","Panola County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Panola County, Mississippi",,,12449,9061,3388
"G2801090","2013-2017",,,"Mississippi","28","Pearl River County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearl River County, Mississippi",,,20710,15858,4852
"G2801110","2013-2017",,,"Mississippi","28","Perry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Mississippi",,,4476,3672,804
"G2801130","2013-2017",,,"Mississippi","28","Pike County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Mississippi",,,14962,10232,4730
"G2801150","2013-2017",,,"Mississippi","28","Pontotoc County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pontotoc County, Mississippi",,,10845,7855,2990
"G2801170","2013-2017",,,"Mississippi","28","Prentiss County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prentiss County, Mississippi",,,9533,6755,2778
"G2801190","2013-2017",,,"Mississippi","28","Quitman County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Quitman County, Mississippi",,,3072,2013,1059
"G2801210","2013-2017",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rankin County, Mississippi",,,55226,41552,13674
"G2801230","2013-2017",,,"Mississippi","28","Scott County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Mississippi",,,10096,7177,2919
"G2801250","2013-2017",,,"Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharkey County, Mississippi",,,1809,1124,685
"G2801270","2013-2017",,,"Mississippi","28","Simpson County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Mississippi",,,9322,7360,1962
"G2801290","2013-2017",,,"Mississippi","28","Smith County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Mississippi",,,5850,4738,1112
"G2801310","2013-2017",,,"Mississippi","28","Stone County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Mississippi",,,5979,4690,1289
"G2801330","2013-2017",,,"Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunflower County, Mississippi",,,8505,4784,3721
"G2801350","2013-2017",,,"Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallahatchie County, Mississippi",,,4296,3323,973
"G2801370","2013-2017",,,"Mississippi","28","Tate County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tate County, Mississippi",,,10016,7632,2384
"G2801390","2013-2017",,,"Mississippi","28","Tippah County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippah County, Mississippi",,,8204,6080,2124
"G2801410","2013-2017",,,"Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tishomingo County, Mississippi",,,7606,5771,1835
"G2801430","2013-2017",,,"Mississippi","28","Tunica County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tunica County, Mississippi",,,3983,1494,2489
"G2801450","2013-2017",,,"Mississippi","28","Union County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Mississippi",,,9927,7172,2755
"G2801470","2013-2017",,,"Mississippi","28","Walthall County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Walthall County, Mississippi",,,5903,5280,623
"G2801490","2013-2017",,,"Mississippi","28","Warren County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Mississippi",,,18559,11817,6742
"G2801510","2013-2017",,,"Mississippi","28","Washington County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Mississippi",,,18249,9945,8304
"G2801530","2013-2017",,,"Mississippi","28","Wayne County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Mississippi",,,7762,6275,1487
"G2801550","2013-2017",,,"Mississippi","28","Webster County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Mississippi",,,3842,2863,979
"G2801570","2013-2017",,,"Mississippi","28","Wilkinson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Mississippi",,,2882,2326,556
"G2801590","2013-2017",,,"Mississippi","28","Winston County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Mississippi",,,7411,5341,2070
"G2801610","2013-2017",,,"Mississippi","28","Yalobusha County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yalobusha County, Mississippi",,,5196,3886,1310
"G2801630","2013-2017",,,"Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yazoo County, Mississippi",,,8642,5353,3289
"G2900010","2013-2017",,,"Missouri","29","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Missouri",,,9595,5690,3905
"G2900030","2013-2017",,,"Missouri","29","Andrew County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew County, Missouri",,,6874,5318,1556
"G2900050","2013-2017",,,"Missouri","29","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Atchison County, Missouri",,,2492,1761,731
"G2900070","2013-2017",,,"Missouri","29","Audrain County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Audrain County, Missouri",,,9457,6436,3021
"G2900090","2013-2017",,,"Missouri","29","Barry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barry County, Missouri",,,13091,9748,3343
"G2900110","2013-2017",,,"Missouri","29","Barton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Barton County, Missouri",,,4939,3418,1521
"G2900130","2013-2017",,,"Missouri","29","Bates County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bates County, Missouri",,,6704,4939,1765
"G2900150","2013-2017",,,"Missouri","29","Benton County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Missouri",,,7982,6495,1487
"G2900170","2013-2017",,,"Missouri","29","Bollinger County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bollinger County, Missouri",,,4805,3872,933
"G2900190","2013-2017",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Missouri",,,68898,37742,31156
"G2900210","2013-2017",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Missouri",,,33304,21046,12258
"G2900230","2013-2017",,,"Missouri","29","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Missouri",,,16550,10479,6071
"G2900250","2013-2017",,,"Missouri","29","Caldwell County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Missouri",,,3741,2810,931
"G2900270","2013-2017",,,"Missouri","29","Callaway County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Callaway County, Missouri",,,16105,11563,4542
"G2900290","2013-2017",,,"Missouri","29","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, Missouri",,,16340,13034,3306
"G2900310","2013-2017",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape Girardeau County, Missouri",,,29613,19353,10260
"G2900330","2013-2017",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Missouri",,,3618,2663,955
"G2900350","2013-2017",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Missouri",,,2403,1746,657
"G2900370","2013-2017",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Missouri",,,38706,29212,9494
"G2900390","2013-2017",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Missouri",,,5879,4137,1742
"G2900410","2013-2017",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chariton County, Missouri",,,2842,2186,656
"G2900430","2013-2017",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Missouri",,,30774,22799,7975
"G2900450","2013-2017",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Missouri",,,2907,2183,724
"G2900470","2013-2017",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Missouri",,,89709,61967,27742
"G2900490","2013-2017",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Missouri",,,8185,6147,2038
"G2900510","2013-2017",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cole County, Missouri",,,29642,19907,9735
"G2900530","2013-2017",,,"Missouri","29","Cooper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooper County, Missouri",,,6410,4567,1843
"G2900550","2013-2017",,,"Missouri","29","Crawford County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Missouri",,,9286,6640,2646
"G2900570","2013-2017",,,"Missouri","29","Dade County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dade County, Missouri",,,3107,2444,663
"G2900590","2013-2017",,,"Missouri","29","Dallas County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Missouri",,,6156,4506,1650
"G2900610","2013-2017",,,"Missouri","29","Daviess County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Missouri",,,3083,2426,657
"G2900630","2013-2017",,,"Missouri","29","DeKalb County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Missouri",,,3854,2562,1292
"G2900650","2013-2017",,,"Missouri","29","Dent County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dent County, Missouri",,,6087,4279,1808
"G2900670","2013-2017",,,"Missouri","29","Douglas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Missouri",,,5173,3964,1209
"G2900690","2013-2017",,,"Missouri","29","Dunklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunklin County, Missouri",,,12760,8071,4689
"G2900710","2013-2017",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Missouri",,,40612,30074,10538
"G2900730","2013-2017",,,"Missouri","29","Gasconade County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gasconade County, Missouri",,,6135,4689,1446
"G2900750","2013-2017",,,"Missouri","29","Gentry County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gentry County, Missouri",,,2662,1929,733
"G2900770","2013-2017",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Missouri",,,119989,69714,50275
"G2900790","2013-2017",,,"Missouri","29","Grundy County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Missouri",,,4018,2706,1312
"G2900810","2013-2017",,,"Missouri","29","Harrison County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Missouri",,,3528,2575,953
"G2900830","2013-2017",,,"Missouri","29","Henry County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Missouri",,,9294,6812,2482
"G2900850","2013-2017",,,"Missouri","29","Hickory County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickory County, Missouri",,,3983,3267,716
"G2900870","2013-2017",,,"Missouri","29","Holt County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Missouri",,,2111,1511,600
"G2900890","2013-2017",,,"Missouri","29","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Missouri",,,3713,2817,896
"G2900910","2013-2017",,,"Missouri","29","Howell County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howell County, Missouri",,,16204,11208,4996
"G2900930","2013-2017",,,"Missouri","29","Iron County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Missouri",,,4062,2931,1131
"G2900950","2013-2017",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Missouri",,,280174,164551,115623
"G2900970","2013-2017",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Missouri",,,46009,29707,16302
"G2900990","2013-2017",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Missouri",,,83744,66900,16844
"G2901010","2013-2017",,,"Missouri","29","Johnson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Missouri",,,19918,11907,8011
"G2901030","2013-2017",,,"Missouri","29","Knox County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Missouri",,,1602,1265,337
"G2901050","2013-2017",,,"Missouri","29","Laclede County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Laclede County, Missouri",,,13825,9350,4475
"G2901070","2013-2017",,,"Missouri","29","Lafayette County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Missouri",,,13224,9644,3580
"G2901090","2013-2017",,,"Missouri","29","Lawrence County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Missouri",,,14636,10351,4285
"G2901110","2013-2017",,,"Missouri","29","Lewis County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Missouri",,,3754,2735,1019
"G2901130","2013-2017",,,"Missouri","29","Lincoln County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Missouri",,,18698,14404,4294
"G2901150","2013-2017",,,"Missouri","29","Linn County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Missouri",,,4997,3650,1347
"G2901170","2013-2017",,,"Missouri","29","Livingston County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Missouri",,,5813,3883,1930
"G2901190","2013-2017",,,"Missouri","29","McDonald County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonald County, Missouri",,,8137,5753,2384
"G2901210","2013-2017",,,"Missouri","29","Macon County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Missouri",,,6023,4466,1557
"G2901230","2013-2017",,,"Missouri","29","Madison County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Missouri",,,4867,3464,1403
"G2901250","2013-2017",,,"Missouri","29","Maries County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Maries County, Missouri",,,3667,2678,989
"G2901270","2013-2017",,,"Missouri","29","Marion County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Missouri",,,11311,7239,4072
"G2901290","2013-2017",,,"Missouri","29","Mercer County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Missouri",,,1390,1056,334
"G2901310","2013-2017",,,"Missouri","29","Miller County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Missouri",,,9514,7116,2398
"G2901330","2013-2017",,,"Missouri","29","Mississippi County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Missouri",,,5128,3106,2022
"G2901350","2013-2017",,,"Missouri","29","Moniteau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Moniteau County, Missouri",,,5373,4125,1248
"G2901370","2013-2017",,,"Missouri","29","Monroe County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Missouri",,,3615,2691,924
"G2901390","2013-2017",,,"Missouri","29","Montgomery County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Missouri",,,4844,3495,1349
"G2901410","2013-2017",,,"Missouri","29","Morgan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Missouri",,,7774,5859,1915
"G2901430","2013-2017",,,"Missouri","29","New Madrid County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"New Madrid County, Missouri",,,7309,4573,2736
"G2901450","2013-2017",,,"Missouri","29","Newton County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Missouri",,,22151,15867,6284
"G2901470","2013-2017",,,"Missouri","29","Nodaway County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nodaway County, Missouri",,,8493,4761,3732
"G2901490","2013-2017",,,"Missouri","29","Oregon County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Oregon County, Missouri",,,4375,3381,994
"G2901510","2013-2017",,,"Missouri","29","Osage County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Osage County, Missouri",,,5108,4217,891
"G2901530","2013-2017",,,"Missouri","29","Ozark County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ozark County, Missouri",,,4075,3193,882
"G2901550","2013-2017",,,"Missouri","29","Pemiscot County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pemiscot County, Missouri",,,6875,3631,3244
"G2901570","2013-2017",,,"Missouri","29","Perry County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Missouri",,,7529,5758,1771
"G2901590","2013-2017",,,"Missouri","29","Pettis County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pettis County, Missouri",,,16031,10780,5251
"G2901610","2013-2017",,,"Missouri","29","Phelps County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Missouri",,,17330,10547,6783
"G2901630","2013-2017",,,"Missouri","29","Pike County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Missouri",,,6741,4804,1937
"G2901650","2013-2017",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Missouri",,,38147,24870,13277
"G2901670","2013-2017",,,"Missouri","29","Polk County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Missouri",,,11717,7806,3911
"G2901690","2013-2017",,,"Missouri","29","Pulaski County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Missouri",,,15375,7404,7971
"G2901710","2013-2017",,,"Missouri","29","Putnam County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Missouri",,,1956,1423,533
"G2901730","2013-2017",,,"Missouri","29","Ralls County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ralls County, Missouri",,,3994,3289,705
"G2901750","2013-2017",,,"Missouri","29","Randolph County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Missouri",,,8348,6298,2050
"G2901770","2013-2017",,,"Missouri","29","Ray County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray County, Missouri",,,8684,6730,1954
"G2901790","2013-2017",,,"Missouri","29","Reynolds County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reynolds County, Missouri",,,2628,2062,566
"G2901810","2013-2017",,,"Missouri","29","Ripley County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Missouri",,,5397,4143,1254
"G2901830","2013-2017",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles County, Missouri",,,142554,114273,28281
"G2901850","2013-2017",,,"Missouri","29","St. Clair County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Missouri",,,4135,3111,1024
"G2901860","2013-2017",,,"Missouri","29","Ste. Genevieve County","186",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ste. Genevieve County, Missouri",,,7185,5544,1641
"G2901870","2013-2017",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francois County, Missouri",,,24661,16921,7740
"G2901890","2013-2017",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis County, Missouri",,,402307,279767,122540
"G2901950","2013-2017",,,"Missouri","29","Saline County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Missouri",,,8754,6006,2748
"G2901970","2013-2017",,,"Missouri","29","Schuyler County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Missouri",,,1669,1208,461
"G2901990","2013-2017",,,"Missouri","29","Scotland County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotland County, Missouri",,,1870,1336,534
"G2902010","2013-2017",,,"Missouri","29","Scott County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Missouri",,,15241,10497,4744
"G2902030","2013-2017",,,"Missouri","29","Shannon County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shannon County, Missouri",,,3158,2264,894
"G2902050","2013-2017",,,"Missouri","29","Shelby County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Missouri",,,2446,1806,640
"G2902070","2013-2017",,,"Missouri","29","Stoddard County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stoddard County, Missouri",,,11773,8158,3615
"G2902090","2013-2017",,,"Missouri","29","Stone County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Missouri",,,12880,10302,2578
"G2902110","2013-2017",,,"Missouri","29","Sullivan County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Missouri",,,2283,1686,597
"G2902130","2013-2017",,,"Missouri","29","Taney County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,"Taney County, Missouri",,,22142,13177,8965
"G2902150","2013-2017",,,"Missouri","29","Texas County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,"Texas County, Missouri",,,9303,6891,2412
"G2902170","2013-2017",,,"Missouri","29","Vernon County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon County, Missouri",,,8170,5580,2590
"G2902190","2013-2017",,,"Missouri","29","Warren County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Missouri",,,12032,9595,2437
"G2902210","2013-2017",,,"Missouri","29","Washington County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Missouri",,,9048,7408,1640
"G2902230","2013-2017",,,"Missouri","29","Wayne County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Missouri",,,5482,4204,1278
