GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,NAME,TRBL_CTA,TRBL_BGA,AMUFM001,AMUFM002,AMUFM003
"G4500870","2016-2020","SC",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45087","Union County, South Carolina",,,301,361,391
"G4500890","2016-2020","SC",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45089","Williamsburg County, South Carolina",,,380,412,346
"G4500910","2016-2020","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",,,674,1173,1104
"G4600030","2016-2020","SD",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46003","Aurora County, South Dakota",,,114,89,49
"G4600050","2016-2020","SD",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46005","Beadle County, South Dakota",,,191,269,289
"G4600070","2016-2020","SD",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46007","Bennett County, South Dakota",,,89,85,70
"G4600090","2016-2020","SD",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46009","Bon Homme County, South Dakota",,,126,120,103
"G4600110","2016-2020","SD",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46011","Brookings County, South Dakota",,,314,331,399
"G4600130","2016-2020","SD",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46013","Brown County, South Dakota",,,361,375,396
"G4600150","2016-2020","SD",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46015","Brule County, South Dakota",,,141,154,124
"G4600170","2016-2020","SD",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46017","Buffalo County, South Dakota",,,51,39,52
"G4600190","2016-2020","SD",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46019","Butte County, South Dakota",,,197,227,186
"G4600210","2016-2020","SD",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46021","Campbell County, South Dakota",,,64,57,41
"G4600230","2016-2020","SD",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46023","Charles Mix County, South Dakota",,,86,100,102
"G4600250","2016-2020","SD",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46025","Clark County, South Dakota",,,67,58,56
"G4600270","2016-2020","SD",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46027","Clay County, South Dakota",,,273,242,296
"G4600290","2016-2020","SD",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46029","Codington County, South Dakota",,,295,329,340
"G4600310","2016-2020","SD",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46031","Corson County, South Dakota",,,41,42,41
"G4600330","2016-2020","SD",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46033","Custer County, South Dakota",,,265,211,171
"G4600350","2016-2020","SD",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46035","Davison County, South Dakota",,,260,302,331
"G4600370","2016-2020","SD",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46037","Day County, South Dakota",,,92,85,93
"G4600390","2016-2020","SD",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46039","Deuel County, South Dakota",,,97,75,87
"G4600410","2016-2020","SD",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46041","Dewey County, South Dakota",,,63,70,56
"G4600430","2016-2020","SD",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46043","Douglas County, South Dakota",,,66,75,76
"G4600450","2016-2020","SD",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46045","Edmunds County, South Dakota",,,85,87,59
"G4600470","2016-2020","SD",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46047","Fall River County, South Dakota",,,188,207,201
"G4600490","2016-2020","SD",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46049","Faulk County, South Dakota",,,87,85,69
"G4600510","2016-2020","SD",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46051","Grant County, South Dakota",,,185,174,132
"G4600530","2016-2020","SD",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46053","Gregory County, South Dakota",,,79,82,69
"G4600550","2016-2020","SD",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46055","Haakon County, South Dakota",,,67,82,56
"G4600570","2016-2020","SD",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46057","Hamlin County, South Dakota",,,128,105,81
"G4600590","2016-2020","SD",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46059","Hand County, South Dakota",,,91,73,87
"G4600610","2016-2020","SD",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46061","Hanson County, South Dakota",,,54,52,36
"G4600630","2016-2020","SD",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46063","Harding County, South Dakota",,,61,49,49
"G4600650","2016-2020","SD",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46065","Hughes County, South Dakota",,,222,268,276
"G4600670","2016-2020","SD",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46067","Hutchinson County, South Dakota",,,93,107,98
"G4600690","2016-2020","SD",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46069","Hyde County, South Dakota",,,58,56,42
"G4600710","2016-2020","SD",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46071","Jackson County, South Dakota",,,87,84,66
"G4600730","2016-2020","SD",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46073","Jerauld County, South Dakota",,,60,63,61
"G4600750","2016-2020","SD",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46075","Jones County, South Dakota",,,50,52,53
"G4600770","2016-2020","SD",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46077","Kingsbury County, South Dakota",,,95,90,76
"G4600790","2016-2020","SD",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46079","Lake County, South Dakota",,,187,204,181
"G4600810","2016-2020","SD",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46081","Lawrence County, South Dakota",,,370,370,407
"G4600830","2016-2020","SD",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46083","Lincoln County, South Dakota",,,224,469,459
"G4600850","2016-2020","SD",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46085","Lyman County, South Dakota",,,79,78,61
"G4600870","2016-2020","SD",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46087","McCook County, South Dakota",,,148,96,109
"G4600890","2016-2020","SD",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46089","McPherson County, South Dakota",,,85,72,61
"G4600910","2016-2020","SD",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46091","Marshall County, South Dakota",,,109,100,71
"G4600930","2016-2020","SD",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46093","Meade County, South Dakota",,,248,300,320
"G4600950","2016-2020","SD",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46095","Mellette County, South Dakota",,,48,52,53
"G4600970","2016-2020","SD",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46097","Miner County, South Dakota",,,65,62,58
"G4600990","2016-2020","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",,,669,950,1030
"G4601010","2016-2020","SD",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46101","Moody County, South Dakota",,,174,150,117
"G4601020","2016-2020","SD",,,"South Dakota","46","Oglala Lakota County","102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46102","Oglala Lakota County, South Dakota",,,137,172,182
"G4601030","2016-2020","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",,,644,640,620
"G4601050","2016-2020","SD",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46105","Perkins County, South Dakota",,,91,88,73
"G4601070","2016-2020","SD",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46107","Potter County, South Dakota",,,85,77,69
"G4601090","2016-2020","SD",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46109","Roberts County, South Dakota",,,113,112,125
"G4601110","2016-2020","SD",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46111","Sanborn County, South Dakota",,,68,61,50
"G4601150","2016-2020","SD",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46115","Spink County, South Dakota",,,101,98,92
"G4601170","2016-2020","SD",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46117","Stanley County, South Dakota",,,95,78,81
"G4601190","2016-2020","SD",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46119","Sully County, South Dakota",,,64,60,29
"G4601210","2016-2020","SD",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46121","Todd County, South Dakota",,,103,125,141
"G4601230","2016-2020","SD",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46123","Tripp County, South Dakota",,,151,117,129
"G4601250","2016-2020","SD",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46125","Turner County, South Dakota",,,97,99,91
"G4601270","2016-2020","SD",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46127","Union County, South Dakota",,,147,226,230
"G4601290","2016-2020","SD",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46129","Walworth County, South Dakota",,,240,238,115
"G4601350","2016-2020","SD",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46135","Yankton County, South Dakota",,,354,387,250
"G4601370","2016-2020","SD",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US46137","Ziebach County, South Dakota",,,33,38,39
"G4700010","2016-2020","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",,,555,649,634
"G4700030","2016-2020","TN",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47003","Bedford County, Tennessee",,,394,458,483
"G4700050","2016-2020","TN",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47005","Benton County, Tennessee",,,268,256,270
"G4700070","2016-2020","TN",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47007","Bledsoe County, Tennessee",,,205,244,206
"G4700090","2016-2020","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",,,785,944,860
"G4700110","2016-2020","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",,,477,577,665
"G4700130","2016-2020","TN",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47013","Campbell County, Tennessee",,,383,421,413
"G4700150","2016-2020","TN",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47015","Cannon County, Tennessee",,,177,222,197
"G4700170","2016-2020","TN",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47017","Carroll County, Tennessee",,,327,399,399
"G4700190","2016-2020","TN",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47019","Carter County, Tennessee",,,486,611,487
"G4700210","2016-2020","TN",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47021","Cheatham County, Tennessee",,,296,411,362
"G4700230","2016-2020","TN",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47023","Chester County, Tennessee",,,274,290,282
"G4700250","2016-2020","TN",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47025","Claiborne County, Tennessee",,,340,373,447
"G4700270","2016-2020","TN",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47027","Clay County, Tennessee",,,175,156,146
"G4700290","2016-2020","TN",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47029","Cocke County, Tennessee",,,442,585,493
"G4700310","2016-2020","TN",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47031","Coffee County, Tennessee",,,353,543,586
"G4700330","2016-2020","TN",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47033","Crockett County, Tennessee",,,156,200,196
"G4700350","2016-2020","TN",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47035","Cumberland County, Tennessee",,,532,598,473
"G4700370","2016-2020","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",,,1394,2587,2334
"G4700390","2016-2020","TN",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47039","Decatur County, Tennessee",,,258,243,182
"G4700410","2016-2020","TN",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47041","DeKalb County, Tennessee",,,268,338,294
"G4700430","2016-2020","TN",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47043","Dickson County, Tennessee",,,321,479,446
"G4700450","2016-2020","TN",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47045","Dyer County, Tennessee",,,339,432,482
"G4700470","2016-2020","TN",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47047","Fayette County, Tennessee",,,333,379,307
"G4700490","2016-2020","TN",,,"Tennessee","47","Fentress County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47049","Fentress County, Tennessee",,,274,280,229
"G4700510","2016-2020","TN",,,"Tennessee","47","Franklin County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47051","Franklin County, Tennessee",,,391,521,489
"G4700530","2016-2020","TN",,,"Tennessee","47","Gibson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47053","Gibson County, Tennessee",,,481,486,489
"G4700550","2016-2020","TN",,,"Tennessee","47","Giles County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47055","Giles County, Tennessee",,,345,347,330
"G4700570","2016-2020","TN",,,"Tennessee","47","Grainger County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47057","Grainger County, Tennessee",,,227,314,325
"G4700590","2016-2020","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",,,524,619,536
"G4700610","2016-2020","TN",,,"Tennessee","47","Grundy County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47061","Grundy County, Tennessee",,,213,231,171
"G4700630","2016-2020","TN",,,"Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47063","Hamblen County, Tennessee",,,434,743,647
"G4700650","2016-2020","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",,,1005,1250,1448
"G4700670","2016-2020","TN",,,"Tennessee","47","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47067","Hancock County, Tennessee",,,147,140,135
"G4700690","2016-2020","TN",,,"Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47069","Hardeman County, Tennessee",,,377,324,322
"G4700710","2016-2020","TN",,,"Tennessee","47","Hardin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47071","Hardin County, Tennessee",,,380,404,314
"G4700730","2016-2020","TN",,,"Tennessee","47","Hawkins County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47073","Hawkins County, Tennessee",,,502,554,571
"G4700750","2016-2020","TN",,,"Tennessee","47","Haywood County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47075","Haywood County, Tennessee",,,253,295,271
"G4700770","2016-2020","TN",,,"Tennessee","47","Henderson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47077","Henderson County, Tennessee",,,340,356,401
"G4700790","2016-2020","TN",,,"Tennessee","47","Henry County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47079","Henry County, Tennessee",,,459,441,468
"G4700810","2016-2020","TN",,,"Tennessee","47","Hickman County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47081","Hickman County, Tennessee",,,349,391,241
"G4700830","2016-2020","TN",,,"Tennessee","47","Houston County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47083","Houston County, Tennessee",,,146,164,108
"G4700850","2016-2020","TN",,,"Tennessee","47","Humphreys County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47085","Humphreys County, Tennessee",,,226,258,226
"G4700870","2016-2020","TN",,,"Tennessee","47","Jackson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47087","Jackson County, Tennessee",,,202,210,176
"G4700890","2016-2020","TN",,,"Tennessee","47","Jefferson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47089","Jefferson County, Tennessee",,,511,563,544
"G4700910","2016-2020","TN",,,"Tennessee","47","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47091","Johnson County, Tennessee",,,324,318,270
"G4700930","2016-2020","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",,,1357,1409,1420
"G4700950","2016-2020","TN",,,"Tennessee","47","Lake County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47095","Lake County, Tennessee",,,201,293,254
"G4700970","2016-2020","TN",,,"Tennessee","47","Lauderdale County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47097","Lauderdale County, Tennessee",,,261,311,339
"G4700990","2016-2020","TN",,,"Tennessee","47","Lawrence County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47099","Lawrence County, Tennessee",,,314,375,364
"G4701010","2016-2020","TN",,,"Tennessee","47","Lewis County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47101","Lewis County, Tennessee",,,232,305,256
"G4701030","2016-2020","TN",,,"Tennessee","47","Lincoln County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47103","Lincoln County, Tennessee",,,352,384,406
"G4701050","2016-2020","TN",,,"Tennessee","47","Loudon County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47105","Loudon County, Tennessee",,,471,529,426
"G4701070","2016-2020","TN",,,"Tennessee","47","McMinn County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47107","McMinn County, Tennessee",,,441,500,445
"G4701090","2016-2020","TN",,,"Tennessee","47","McNairy County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47109","McNairy County, Tennessee",,,235,282,245
"G4701110","2016-2020","TN",,,"Tennessee","47","Macon County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47111","Macon County, Tennessee",,,286,373,331
"G4701130","2016-2020","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",,,577,732,734
"G4701150","2016-2020","TN",,,"Tennessee","47","Marion County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47115","Marion County, Tennessee",,,314,400,384
"G4701170","2016-2020","TN",,,"Tennessee","47","Marshall County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47117","Marshall County, Tennessee",,,274,336,359
"G4701190","2016-2020","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",,,462,704,640
"G4701210","2016-2020","TN",,,"Tennessee","47","Meigs County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47121","Meigs County, Tennessee",,,184,207,165
"G4701230","2016-2020","TN",,,"Tennessee","47","Monroe County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47123","Monroe County, Tennessee",,,417,615,523
"G4701250","2016-2020","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",,,835,1079,1117
"G4701270","2016-2020","TN",,,"Tennessee","47","Moore County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47127","Moore County, Tennessee",,,158,150,140
"G4701290","2016-2020","TN",,,"Tennessee","47","Morgan County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47129","Morgan County, Tennessee",,,341,329,217
"G4701310","2016-2020","TN",,,"Tennessee","47","Obion County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47131","Obion County, Tennessee",,,272,365,372
"G4701330","2016-2020","TN",,,"Tennessee","47","Overton County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47133","Overton County, Tennessee",,,240,328,304
"G4701350","2016-2020","TN",,,"Tennessee","47","Perry County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47135","Perry County, Tennessee",,,233,199,168
"G4701370","2016-2020","TN",,,"Tennessee","47","Pickett County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47137","Pickett County, Tennessee",,,231,181,129
"G4701390","2016-2020","TN",,,"Tennessee","47","Polk County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47139","Polk County, Tennessee",,,248,296,269
"G4701410","2016-2020","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",,,474,627,649
"G4701430","2016-2020","TN",,,"Tennessee","47","Rhea County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47143","Rhea County, Tennessee",,,389,414,355
"G4701450","2016-2020","TN",,,"Tennessee","47","Roane County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47145","Roane County, Tennessee",,,522,551,529
"G4701470","2016-2020","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",,,416,580,527
"G4701490","2016-2020","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",,,791,1283,1271
"G4701510","2016-2020","TN",,,"Tennessee","47","Scott County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47151","Scott County, Tennessee",,,240,278,299
"G4701530","2016-2020","TN",,,"Tennessee","47","Sequatchie County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47153","Sequatchie County, Tennessee",,,231,258,245
"G4701550","2016-2020","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",,,797,816,800
"G4701570","2016-2020","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",,,1879,2649,2570
