GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,NAME,TRBL_CTA,TRBL_BGA,AMUFM001,AMUFM002,AMUFM003
"G0500430","2016-2020","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043","Drew County, Arkansas",,,309,308,282
"G0500450","2016-2020","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045","Faulkner County, Arkansas",,,604,723,851
"G0500470","2016-2020","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047","Franklin County, Arkansas",,,339,355,265
"G0500490","2016-2020","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049","Fulton County, Arkansas",,,281,279,155
"G0500510","2016-2020","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",,,687,797,872
"G0500530","2016-2020","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053","Grant County, Arkansas",,,214,315,297
"G0500550","2016-2020","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055","Greene County, Arkansas",,,317,483,458
"G0500570","2016-2020","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057","Hempstead County, Arkansas",,,412,381,335
"G0500590","2016-2020","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059","Hot Spring County, Arkansas",,,365,437,359
"G0500610","2016-2020","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061","Howard County, Arkansas",,,217,252,251
"G0500630","2016-2020","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063","Independence County, Arkansas",,,383,448,432
"G0500650","2016-2020","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065","Izard County, Arkansas",,,276,241,193
"G0500670","2016-2020","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067","Jackson County, Arkansas",,,268,267,249
"G0500690","2016-2020","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",,,582,644,641
"G0500710","2016-2020","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071","Johnson County, Arkansas",,,252,329,282
"G0500730","2016-2020","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073","Lafayette County, Arkansas",,,186,193,136
"G0500750","2016-2020","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075","Lawrence County, Arkansas",,,229,230,222
"G0500770","2016-2020","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077","Lee County, Arkansas",,,211,179,215
"G0500790","2016-2020","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079","Lincoln County, Arkansas",,,493,368,252
"G0500810","2016-2020","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081","Little River County, Arkansas",,,279,280,244
"G0500830","2016-2020","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083","Logan County, Arkansas",,,304,294,257
"G0500850","2016-2020","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",,,400,550,492
"G0500870","2016-2020","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087","Madison County, Arkansas",,,287,306,244
"G0500890","2016-2020","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089","Marion County, Arkansas",,,354,307,247
"G0500910","2016-2020","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091","Miller County, Arkansas",,,355,401,366
"G0500930","2016-2020","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093","Mississippi County, Arkansas",,,453,466,516
"G0500950","2016-2020","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095","Monroe County, Arkansas",,,200,161,159
"G0500970","2016-2020","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097","Montgomery County, Arkansas",,,219,198,115
"G0500990","2016-2020","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099","Nevada County, Arkansas",,,294,259,200
"G0501010","2016-2020","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101","Newton County, Arkansas",,,207,196,138
"G0501030","2016-2020","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103","Ouachita County, Arkansas",,,456,402,431
"G0501050","2016-2020","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105","Perry County, Arkansas",,,205,200,169
"G0501070","2016-2020","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107","Phillips County, Arkansas",,,358,302,413
"G0501090","2016-2020","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109","Pike County, Arkansas",,,174,209,198
"G0501110","2016-2020","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111","Poinsett County, Arkansas",,,262,341,358
"G0501130","2016-2020","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113","Polk County, Arkansas",,,295,308,319
"G0501150","2016-2020","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115","Pope County, Arkansas",,,587,579,567
"G0501170","2016-2020","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117","Prairie County, Arkansas",,,161,150,165
"G0501190","2016-2020","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",,,1374,1748,1884
"G0501210","2016-2020","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121","Randolph County, Arkansas",,,304,323,212
"G0501230","2016-2020","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123","St. Francis County, Arkansas",,,338,372,411
"G0501250","2016-2020","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",,,587,857,746
"G0501270","2016-2020","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127","Scott County, Arkansas",,,208,212,167
"G0501290","2016-2020","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129","Searcy County, Arkansas",,,171,178,144
"G0501310","2016-2020","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",,,567,979,1000
"G0501330","2016-2020","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133","Sevier County, Arkansas",,,244,230,290
"G0501350","2016-2020","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135","Sharp County, Arkansas",,,342,320,236
"G0501370","2016-2020","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137","Stone County, Arkansas",,,304,297,281
"G0501390","2016-2020","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139","Union County, Arkansas",,,405,443,378
"G0501410","2016-2020","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141","Van Buren County, Arkansas",,,292,297,262
"G0501430","2016-2020","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",,,747,1230,1279
"G0501450","2016-2020","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",,,527,577,572
"G0501470","2016-2020","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147","Woodruff County, Arkansas",,,176,153,165
"G0501490","2016-2020","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149","Yell County, Arkansas",,,264,312,278
"G0600010","2016-2020","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",,,1395,2762,2807
"G0600030","2016-2020","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003","Alpine County, California",,,79,71,27
"G0600050","2016-2020","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005","Amador County, California",,,451,489,457
"G0600070","2016-2020","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",,,885,1014,1040
"G0600090","2016-2020","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009","Calaveras County, California",,,557,552,528
"G0600110","2016-2020","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011","Colusa County, California",,,163,270,273
"G0600130","2016-2020","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",,,1065,2299,2333
"G0600150","2016-2020","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015","Del Norte County, California",,,313,349,411
"G0600170","2016-2020","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",,,874,952,988
"G0600190","2016-2020","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",,,1237,2102,2301
"G0600210","2016-2020","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021","Glenn County, California",,,234,395,414
"G0600230","2016-2020","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",,,782,864,903
"G0600250","2016-2020","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",,,812,946,936
"G0600270","2016-2020","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027","Inyo County, California",,,238,269,303
"G0600290","2016-2020","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",,,1327,2306,2211
"G0600310","2016-2020","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",,,423,849,897
"G0600330","2016-2020","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",,,604,631,616
"G0600350","2016-2020","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035","Lassen County, California",,,356,299,316
"G0600370","2016-2020","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",,,5051,9202,6624
"G0600390","2016-2020","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",,,505,847,848
"G0600410","2016-2020","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",,,669,1255,1222
"G0600430","2016-2020","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043","Mariposa County, California",,,409,329,376
"G0600450","2016-2020","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",,,680,754,745
"G0600470","2016-2020","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",,,615,1084,912
"G0600490","2016-2020","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049","Modoc County, California",,,237,233,149
"G0600510","2016-2020","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051","Mono County, California",,,538,371,329
"G0600530","2016-2020","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",,,965,1336,1532
"G0600550","2016-2020","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",,,532,711,677
"G0600570","2016-2020","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",,,714,827,716
"G0600590","2016-2020","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",,,2374,4505,4043
"G0600610","2016-2020","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",,,730,1237,1011
"G0600630","2016-2020","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063","Plumas County, California",,,278,343,289
"G0600650","2016-2020","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",,,2254,3864,3479
"G0600670","2016-2020","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",,,1431,2837,2690
"G0600690","2016-2020","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069","San Benito County, California",,,178,451,446
"G0600710","2016-2020","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",,,1894,3889,3516
"G0600730","2016-2020","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",,,2942,5331,4743
"G0600750","2016-2020","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",,,1924,2191,2522
"G0600770","2016-2020","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",,,1027,1877,1852
"G0600790","2016-2020","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",,,958,1343,1382
"G0600810","2016-2020","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",,,1075,1774,1580
"G0600830","2016-2020","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",,,891,1415,1397
"G0600850","2016-2020","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",,,1803,3010,2830
"G0600870","2016-2020","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",,,747,1073,1112
"G0600890","2016-2020","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",,,699,766,892
"G0600910","2016-2020","CA",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06091","Sierra County, California",,,155,104,126
"G0600930","2016-2020","CA",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06093","Siskiyou County, California",,,407,396,384
"G0600950","2016-2020","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",,,723,1332,1269
"G0600970","2016-2020","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",,,873,1823,1772
"G0600990","2016-2020","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",,,884,1543,1764
"G0601010","2016-2020","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",,,259,641,666
"G0601030","2016-2020","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06103","Tehama County, California",,,418,527,609
"G0601050","2016-2020","CA",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06105","Trinity County, California",,,227,256,277
"G0601070","2016-2020","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",,,793,1341,1483
"G0601090","2016-2020","CA",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06109","Tuolumne County, California",,,637,686,576
"G0601110","2016-2020","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",,,1129,2077,1830
"G0601130","2016-2020","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",,,619,984,1153
"G0601150","2016-2020","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",,,401,626,626
"G0800010","2016-2020","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",,,666,1421,1414
"G0800030","2016-2020","CO",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08003","Alamosa County, Colorado",,,225,210,273
"G0800050","2016-2020","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",,,982,1521,1601
"G0800070","2016-2020","CO",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08007","Archuleta County, Colorado",,,321,288,240
"G0800090","2016-2020","CO",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08009","Baca County, Colorado",,,73,77,86
"G0800110","2016-2020","CO",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08011","Bent County, Colorado",,,160,161,161
"G0800130","2016-2020","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",,,706,1176,1225
"G0800140","2016-2020","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,281,527,529
"G0800150","2016-2020","CO",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08015","Chaffee County, Colorado",,,387,448,416
"G0800170","2016-2020","CO",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08017","Cheyenne County, Colorado",,,115,88,71
"G0800190","2016-2020","CO",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08019","Clear Creek County, Colorado",,,271,271,194
"G0800210","2016-2020","CO",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08021","Conejos County, Colorado",,,133,111,117
"G0800230","2016-2020","CO",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08023","Costilla County, Colorado",,,119,112,102
"G0800250","2016-2020","CO",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08025","Crowley County, Colorado",,,198,143,133
"G0800270","2016-2020","CO",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08027","Custer County, Colorado",,,224,224,103
"G0800290","2016-2020","CO",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08029","Delta County, Colorado",,,328,393,334
"G0800310","2016-2020","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",,,1205,2500,2533
"G0800330","2016-2020","CO",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08033","Dolores County, Colorado",,,154,112,117
"G0800350","2016-2020","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,589,895,850
"G0800370","2016-2020","CO",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08037","Eagle County, Colorado",,,549,599,587
"G0800390","2016-2020","CO",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08039","Elbert County, Colorado",,,133,165,135
"G0800410","2016-2020","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",,,1215,1798,1846
"G0800430","2016-2020","CO",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08043","Fremont County, Colorado",,,600,570,434
"G0800450","2016-2020","CO",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08045","Garfield County, Colorado",,,354,508,503
"G0800470","2016-2020","CO",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08047","Gilpin County, Colorado",,,227,240,134
"G0800490","2016-2020","CO",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08049","Grand County, Colorado",,,451,357,327
"G0800510","2016-2020","CO",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08051","Gunnison County, Colorado",,,387,289,326
"G0800530","2016-2020","CO",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08053","Hinsdale County, Colorado",,,74,73,28
"G0800550","2016-2020","CO",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08055","Huerfano County, Colorado",,,249,222,170
"G0800570","2016-2020","CO",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08057","Jackson County, Colorado",,,95,87,93
"G0800590","2016-2020","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",,,821,1801,1785
"G0800610","2016-2020","CO",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08061","Kiowa County, Colorado",,,85,79,47
"G0800630","2016-2020","CO",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08063","Kit Carson County, Colorado",,,154,159,147
"G0800650","2016-2020","CO",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08065","Lake County, Colorado",,,306,292,221
"G0800670","2016-2020","CO",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08067","La Plata County, Colorado",,,524,575,485
"G0800690","2016-2020","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",,,789,1093,1108
"G0800710","2016-2020","CO",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08071","Las Animas County, Colorado",,,270,224,282
"G0800730","2016-2020","CO",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US08073","Lincoln County, Colorado",,,642,364,293
