GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALZLM001,ALZLM002,ALZLM003
"G4900330","2015-2019","UT",,,"Utah","49","Rich County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49033","Rich County, Utah",,,91,77,56
"G4900350","2015-2019","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",,,1371,1924,1898
"G4900370","2015-2019","UT",,,"Utah","49","San Juan County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49037","San Juan County, Utah",,,174,143,141
"G4900390","2015-2019","UT",,,"Utah","49","Sanpete County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49039","Sanpete County, Utah",,,285,286,250
"G4900410","2015-2019","UT",,,"Utah","49","Sevier County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49041","Sevier County, Utah",,,177,208,184
"G4900430","2015-2019","UT",,,"Utah","49","Summit County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49043","Summit County, Utah",,,361,300,292
"G4900450","2015-2019","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",,,283,397,373
"G4900470","2015-2019","UT",,,"Utah","49","Uintah County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49047","Uintah County, Utah",,,381,345,304
"G4900490","2015-2019","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",,,821,1095,1031
"G4900510","2015-2019","UT",,,"Utah","49","Wasatch County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49051","Wasatch County, Utah",,,318,309,285
"G4900530","2015-2019","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",,,747,897,863
"G4900550","2015-2019","UT",,,"Utah","49","Wayne County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49055","Wayne County, Utah",,,88,77,66
"G4900570","2015-2019","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",,,679,892,748
"G5000010","2015-2019","VT",,,"Vermont","50","Addison County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50001","Addison County, Vermont",,,296,242,271
"G5000030","2015-2019","VT",,,"Vermont","50","Bennington County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50003","Bennington County, Vermont",,,356,351,316
"G5000050","2015-2019","VT",,,"Vermont","50","Caledonia County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50005","Caledonia County, Vermont",,,268,260,292
"G5000070","2015-2019","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",,,541,684,774
"G5000090","2015-2019","VT",,,"Vermont","50","Essex County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50009","Essex County, Vermont",,,124,106,71
"G5000110","2015-2019","VT",,,"Vermont","50","Franklin County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50011","Franklin County, Vermont",,,380,497,450
"G5000130","2015-2019","VT",,,"Vermont","50","Grand Isle County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50013","Grand Isle County, Vermont",,,120,97,89
"G5000150","2015-2019","VT",,,"Vermont","50","Lamoille County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50015","Lamoille County, Vermont",,,361,284,332
"G5000170","2015-2019","VT",,,"Vermont","50","Orange County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50017","Orange County, Vermont",,,251,261,236
"G5000190","2015-2019","VT",,,"Vermont","50","Orleans County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50019","Orleans County, Vermont",,,251,257,187
"G5000210","2015-2019","VT",,,"Vermont","50","Rutland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50021","Rutland County, Vermont",,,434,460,448
"G5000230","2015-2019","VT",,,"Vermont","50","Washington County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50023","Washington County, Vermont",,,359,355,424
"G5000250","2015-2019","VT",,,"Vermont","50","Windham County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50025","Windham County, Vermont",,,419,373,372
"G5000270","2015-2019","VT",,,"Vermont","50","Windsor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US50027","Windsor County, Vermont",,,517,446,468
"G5100010","2015-2019","VA",,,"Virginia","51","Accomack County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51001","Accomack County, Virginia",,,530,372,539
"G5100030","2015-2019","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",,,632,664,716
"G5100050","2015-2019","VA",,,"Virginia","51","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51005","Alleghany County, Virginia",,,206,214,184
"G5100070","2015-2019","VA",,,"Virginia","51","Amelia County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51007","Amelia County, Virginia",,,198,256,172
"G5100090","2015-2019","VA",,,"Virginia","51","Amherst County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51009","Amherst County, Virginia",,,344,365,342
"G5100110","2015-2019","VA",,,"Virginia","51","Appomattox County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51011","Appomattox County, Virginia",,,218,221,212
"G5100130","2015-2019","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",,,813,988,1045
"G5100150","2015-2019","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,529,562,516
"G5100170","2015-2019","VA",,,"Virginia","51","Bath County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51017","Bath County, Virginia",,,236,224,146
"G5100190","2015-2019","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",,,515,548,448
"G5100210","2015-2019","VA",,,"Virginia","51","Bland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51021","Bland County, Virginia",,,191,180,125
"G5100230","2015-2019","VA",,,"Virginia","51","Botetourt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51023","Botetourt County, Virginia",,,283,298,282
"G5100250","2015-2019","VA",,,"Virginia","51","Brunswick County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51025","Brunswick County, Virginia",,,257,235,271
"G5100270","2015-2019","VA",,,"Virginia","51","Buchanan County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51027","Buchanan County, Virginia",,,372,310,350
"G5100290","2015-2019","VA",,,"Virginia","51","Buckingham County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51029","Buckingham County, Virginia",,,249,224,201
"G5100310","2015-2019","VA",,,"Virginia","51","Campbell County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51031","Campbell County, Virginia",,,356,510,471
"G5100330","2015-2019","VA",,,"Virginia","51","Caroline County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51033","Caroline County, Virginia",,,475,465,378
"G5100350","2015-2019","VA",,,"Virginia","51","Carroll County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51035","Carroll County, Virginia",,,415,465,355
"G5100360","2015-2019","VA",,,"Virginia","51","Charles City County","036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51036","Charles City County, Virginia",,,93,101,85
"G5100370","2015-2019","VA",,,"Virginia","51","Charlotte County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51037","Charlotte County, Virginia",,,237,229,181
"G5100410","2015-2019","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",,,690,968,996
"G5100430","2015-2019","VA",,,"Virginia","51","Clarke County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51043","Clarke County, Virginia",,,173,234,236
"G5100450","2015-2019","VA",,,"Virginia","51","Craig County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51045","Craig County, Virginia",,,177,202,156
"G5100470","2015-2019","VA",,,"Virginia","51","Culpeper County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51047","Culpeper County, Virginia",,,328,407,438
"G5100490","2015-2019","VA",,,"Virginia","51","Cumberland County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51049","Cumberland County, Virginia",,,176,246,225
"G5100510","2015-2019","VA",,,"Virginia","51","Dickenson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51051","Dickenson County, Virginia",,,237,228,196
"G5100530","2015-2019","VA",,,"Virginia","51","Dinwiddie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51053","Dinwiddie County, Virginia",,,307,337,287
"G5100570","2015-2019","VA",,,"Virginia","51","Essex County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51057","Essex County, Virginia",,,206,227,204
"G5100590","2015-2019","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",,,1351,2042,1953
"G5100610","2015-2019","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,339,444,439
"G5100630","2015-2019","VA",,,"Virginia","51","Floyd County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51063","Floyd County, Virginia",,,248,263,215
"G5100650","2015-2019","VA",,,"Virginia","51","Fluvanna County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51065","Fluvanna County, Virginia",,,215,288,235
"G5100670","2015-2019","VA",,,"Virginia","51","Franklin County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51067","Franklin County, Virginia",,,552,461,512
"G5100690","2015-2019","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",,,418,537,514
"G5100710","2015-2019","VA",,,"Virginia","51","Giles County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51071","Giles County, Virginia",,,238,252,220
"G5100730","2015-2019","VA",,,"Virginia","51","Gloucester County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51073","Gloucester County, Virginia",,,360,415,382
"G5100750","2015-2019","VA",,,"Virginia","51","Goochland County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51075","Goochland County, Virginia",,,276,255,237
"G5100770","2015-2019","VA",,,"Virginia","51","Grayson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51077","Grayson County, Virginia",,,458,330,248
"G5100790","2015-2019","VA",,,"Virginia","51","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51079","Greene County, Virginia",,,206,302,281
"G5100810","2015-2019","VA",,,"Virginia","51","Greensville County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51081","Greensville County, Virginia",,,184,208,187
"G5100830","2015-2019","VA",,,"Virginia","51","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51083","Halifax County, Virginia",,,448,424,387
"G5100850","2015-2019","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",,,377,485,504
"G5100870","2015-2019","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",,,906,1180,1279
"G5100890","2015-2019","VA",,,"Virginia","51","Henry County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51089","Henry County, Virginia",,,589,420,535
"G5100910","2015-2019","VA",,,"Virginia","51","Highland County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51091","Highland County, Virginia",,,76,82,71
"G5100930","2015-2019","VA",,,"Virginia","51","Isle of Wight County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51093","Isle of Wight County, Virginia",,,243,392,363
"G5100950","2015-2019","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,510,497,530
"G5100970","2015-2019","VA",,,"Virginia","51","King and Queen County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51097","King and Queen County, Virginia",,,168,178,144
"G5100990","2015-2019","VA",,,"Virginia","51","King George County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51099","King George County, Virginia",,,246,275,257
"G5101010","2015-2019","VA",,,"Virginia","51","King William County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51101","King William County, Virginia",,,227,214,174
"G5101030","2015-2019","VA",,,"Virginia","51","Lancaster County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51103","Lancaster County, Virginia",,,250,258,218
"G5101050","2015-2019","VA",,,"Virginia","51","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51105","Lee County, Virginia",,,357,306,320
"G5101070","2015-2019","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",,,607,971,932
"G5101090","2015-2019","VA",,,"Virginia","51","Louisa County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51109","Louisa County, Virginia",,,411,478,325
"G5101110","2015-2019","VA",,,"Virginia","51","Lunenburg County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51111","Lunenburg County, Virginia",,,228,223,215
"G5101130","2015-2019","VA",,,"Virginia","51","Madison County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51113","Madison County, Virginia",,,234,267,264
"G5101150","2015-2019","VA",,,"Virginia","51","Mathews County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51115","Mathews County, Virginia",,,343,311,249
"G5101170","2015-2019","VA",,,"Virginia","51","Mecklenburg County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51117","Mecklenburg County, Virginia",,,389,337,302
"G5101190","2015-2019","VA",,,"Virginia","51","Middlesex County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51119","Middlesex County, Virginia",,,263,233,202
"G5101210","2015-2019","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",,,649,683,720
"G5101250","2015-2019","VA",,,"Virginia","51","Nelson County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51125","Nelson County, Virginia",,,310,267,293
"G5101270","2015-2019","VA",,,"Virginia","51","New Kent County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51127","New Kent County, Virginia",,,227,324,234
"G5101310","2015-2019","VA",,,"Virginia","51","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51131","Northampton County, Virginia",,,266,232,260
"G5101330","2015-2019","VA",,,"Virginia","51","Northumberland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51133","Northumberland County, Virginia",,,312,265,209
"G5101350","2015-2019","VA",,,"Virginia","51","Nottoway County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51135","Nottoway County, Virginia",,,280,316,315
"G5101370","2015-2019","VA",,,"Virginia","51","Orange County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51137","Orange County, Virginia",,,352,387,347
"G5101390","2015-2019","VA",,,"Virginia","51","Page County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51139","Page County, Virginia",,,308,324,375
"G5101410","2015-2019","VA",,,"Virginia","51","Patrick County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51141","Patrick County, Virginia",,,321,332,277
"G5101430","2015-2019","VA",,,"Virginia","51","Pittsylvania County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51143","Pittsylvania County, Virginia",,,513,522,527
"G5101450","2015-2019","VA",,,"Virginia","51","Powhatan County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51145","Powhatan County, Virginia",,,261,334,247
"G5101470","2015-2019","VA",,,"Virginia","51","Prince Edward County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51147","Prince Edward County, Virginia",,,420,284,360
"G5101490","2015-2019","VA",,,"Virginia","51","Prince George County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51149","Prince George County, Virginia",,,282,305,278
"G5101530","2015-2019","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",,,667,1117,1041
"G5101550","2015-2019","VA",,,"Virginia","51","Pulaski County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51155","Pulaski County, Virginia",,,338,376,375
"G5101570","2015-2019","VA",,,"Virginia","51","Rappahannock County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51157","Rappahannock County, Virginia",,,156,137,143
"G5101590","2015-2019","VA",,,"Virginia","51","Richmond County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51159","Richmond County, Virginia",,,188,216,169
"G5101610","2015-2019","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",,,465,562,487
"G5101630","2015-2019","VA",,,"Virginia","51","Rockbridge County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51163","Rockbridge County, Virginia",,,361,371,397
"G5101650","2015-2019","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",,,386,481,506
"G5101670","2015-2019","VA",,,"Virginia","51","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51167","Russell County, Virginia",,,352,346,350
"G5101690","2015-2019","VA",,,"Virginia","51","Scott County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51169","Scott County, Virginia",,,288,278,230
"G5101710","2015-2019","VA",,,"Virginia","51","Shenandoah County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51171","Shenandoah County, Virginia",,,408,388,387
"G5101730","2015-2019","VA",,,"Virginia","51","Smyth County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51173","Smyth County, Virginia",,,340,331,342
"G5101750","2015-2019","VA",,,"Virginia","51","Southampton County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51175","Southampton County, Virginia",,,221,271,245
"G5101770","2015-2019","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",,,389,618,537
"G5101790","2015-2019","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",,,466,703,667
"G5101810","2015-2019","VA",,,"Virginia","51","Surry County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51181","Surry County, Virginia",,,146,151,123
"G5101830","2015-2019","VA",,,"Virginia","51","Sussex County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51183","Sussex County, Virginia",,,215,179,160
"G5101850","2015-2019","VA",,,"Virginia","51","Tazewell County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51185","Tazewell County, Virginia",,,426,474,458
"G5101870","2015-2019","VA",,,"Virginia","51","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51187","Warren County, Virginia",,,303,376,332
"G5101910","2015-2019","VA",,,"Virginia","51","Washington County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51191","Washington County, Virginia",,,379,414,386
"G5101930","2015-2019","VA",,,"Virginia","51","Westmoreland County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51193","Westmoreland County, Virginia",,,365,353,313
"G5101950","2015-2019","VA",,,"Virginia","51","Wise County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51195","Wise County, Virginia",,,399,486,416
"G5101970","2015-2019","VA",,,"Virginia","51","Wythe County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51197","Wythe County, Virginia",,,345,363,346
"G5101990","2015-2019","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",,,399,537,477
"G5105100","2015-2019","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",,,558,804,857
"G5105200","2015-2019","VA",,,"Virginia","51","Bristol city","520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51520","Bristol city, Virginia",,,291,345,331
"G5105300","2015-2019","VA",,,"Virginia","51","Buena Vista city","530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51530","Buena Vista city, Virginia",,,155,206,173
"G5105400","2015-2019","VA",,,"Virginia","51","Charlottesville city","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51540","Charlottesville city, Virginia",,,327,390,451
"G5105500","2015-2019","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",,,815,909,927
"G5105700","2015-2019","VA",,,"Virginia","51","Colonial Heights city","570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51570","Colonial Heights city, Virginia",,,183,214,242
"G5105800","2015-2019","VA",,,"Virginia","51","Covington city","580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51580","Covington city, Virginia",,,150,165,138
"G5105900","2015-2019","VA",,,"Virginia","51","Danville city","590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51590","Danville city, Virginia",,,480,389,553
"G5105950","2015-2019","VA",,,"Virginia","51","Emporia city","595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51595","Emporia city, Virginia",,,174,139,183
"G5106000","2015-2019","VA",,,"Virginia","51","Fairfax city","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51600","Fairfax city, Virginia",,,168,227,231
"G5106100","2015-2019","VA",,,"Virginia","51","Falls Church city","610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51610","Falls Church city, Virginia",,,165,159,205
"G5106200","2015-2019","VA",,,"Virginia","51","Franklin city","620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51620","Franklin city, Virginia",,,148,188,236
"G5106300","2015-2019","VA",,,"Virginia","51","Fredericksburg city","630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51630","Fredericksburg city, Virginia",,,284,284,320
"G5106400","2015-2019","VA",,,"Virginia","51","Galax city","640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51640","Galax city, Virginia",,,191,171,169
"G5106500","2015-2019","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",,,656,814,930
"G5106600","2015-2019","VA",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51660","Harrisonburg city, Virginia",,,380,354,501
"G5106700","2015-2019","VA",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51670","Hopewell city, Virginia",,,287,375,417
"G5106780","2015-2019","VA",,,"Virginia","51","Lexington city","678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51678","Lexington city, Virginia",,,278,174,210
"G5106800","2015-2019","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",,,618,536,575
"G5106830","2015-2019","VA",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51683","Manassas city, Virginia",,,238,333,308
"G5106850","2015-2019","VA",,,"Virginia","51","Manassas Park city","685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51685","Manassas Park city, Virginia",,,143,252,257
"G5106900","2015-2019","VA",,,"Virginia","51","Martinsville city","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51690","Martinsville city, Virginia",,,268,227,255
"G5107000","2015-2019","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",,,817,809,964
"G5107100","2015-2019","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",,,959,863,1124
"G5107200","2015-2019","VA",,,"Virginia","51","Norton city","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51720","Norton city, Virginia",,,155,130,166
"G5107300","2015-2019","VA",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51730","Petersburg city, Virginia",,,351,341,448
"G5107350","2015-2019","VA",,,"Virginia","51","Poquoson city","735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51735","Poquoson city, Virginia",,,113,175,166
"G5107400","2015-2019","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",,,457,592,559
"G5107500","2015-2019","VA",,,"Virginia","51","Radford city","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51750","Radford city, Virginia",,,366,284,352
"G5107600","2015-2019","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",,,863,860,1057
"G5107700","2015-2019","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",,,659,728,859
